"","habitatbenthopelagic","habitatdemersal","habitatpelagic","c_m","tm","Lm","tmax","K","Woo","M","TLDiet","Loo","fecundity","Min_caudalpeduncle_depth","Lower_jaw_length","Max_body_depth","Max_body_width","Temperature"
"Abudefduf_troschelii",-89268.6830040535,92497.963329118,15922.8669807199,102705.004000208,16868.7049854375,-244.078561560151,-28408.499743874,10133.7332387082,-48205.1657835455,29160.5627337133,3463.61191072455,-11117.2226631317,-18462.5336793537,-1569.20626746395,9971.03147615875,-12527.5496282304,5866.96326061829,-23850.3260536516
"Abudefduf_vaigiensis",147.447033254282,404.52086902907,-618.593854692343,671.299268320246,1834.38560623653,-904.999314926455,894.583472811843,-6179.04474138684,-3845.97720853266,-1099.78197065537,8198.87,-696.405617916237,-2296.78672409386,-403.715263920561,3226.3506047085,-303.540304098325,-1225.70534862724,-56435.2
"Abudefduf_whitleyi",25.3904483377711,70.7728096574125,-107.695079912148,-3280.22098078209,31.228648492184,-61.0960098002701,204.569135635346,-498.622378633374,7375.76384779126,-242.29098030823,8016.8,2071.00419793509,4422.70070354495,-427.144730441064,-600.065763108048,514.457524058493,-105.649752051021,45561.2
"Abyssoberyx_levisquamosus",99822.7778996103,-36134.9260376799,-113799.281258689,-113076.440022627,-5695.33146552171,2157.86708434615,-4840.73836883494,15381.0033813431,-5301.65583786184,3560.92301351477,-12746.4220843125,-8078.89843609181,-20382.0252059971,9920.48204789553,-20871.6853865834,7724.25718763374,-1239.03253660019,385055.557052035
"Abalistes_filamentosus",72836.7013528425,-45267.884690902,-83640.3258694869,-75096.8093114416,-2221.27778312897,2213.52367415015,-1367.28724719247,15935.2640694542,-50347.1153096552,-5025.4355150913,-11653.5819106103,-19281.9263961435,-59707.4268778072,17545.5675220013,4667.40186137372,1807.26673097102,-122.970201804667,74701.3
"Abalistes_stellatus",72825.2613367122,-64808.8379981449,-52027.2025788107,-74671.1886717449,-2383.42905265838,2257.00244369687,-1291.21592076821,16143.5901764789,-57844.9664964964,-5119.94157406573,-16935.3793051911,-21558.1476171857,-64197.0743965686,22671.3524287846,4211.80154208598,2786.2702099185,1121.58405313388,16419.7
"Abantennarius_analis",42141.2642311483,-40081.9047055093,-27511.9336775354,-73721.5596953068,-10258.4369834525,5147.07815916484,2724.73165498408,9734.32709606853,-27035.7665574634,-5807.34532214312,-23309.9194788933,-12760.9916224007,-36544.9193777119,8783.06043067026,-16723.9868906829,4468.28680131599,-7026.78714003615,-24857.6898245883
"Abantennarius_bermudensis",42140.35640212,-40083.9347154664,-27508.884263218,-73148.3942386941,-9452.33273248926,5297.16074265955,783.888951936608,12121.122368806,-30239.8781670734,-3395.82866100906,-23674.2203473855,-13829.1624943033,-38463.5127680226,9791.11320447277,-16450.6803309968,4515.83051259354,-7576.46563835191,29169.6
"Abantennarius_coccineus",42131.5215884993,-40107.6449676426,-27468.7495434847,-65867.7239179796,-9859.21038942154,5213.23605410797,1798.46281387181,10839.7230915042,-28532.7523225759,-4656.53205415933,-26952.52,-12966.4944232427,-37441.3049357949,8527.0682594378,-11383.2616416676,4200.84211816575,-8212.17015288634,-7531.70560519841
"Abantennarius_dorehensis",42132.5718155726,-40105.5188811799,-27471.6858290816,-73513.4356915185,-10786.5500541659,5084.63347728709,3843.013473017,8506.01120197189,-29119.8742530293,-7196.96001559219,-27134.61,-13270.5665447851,-37792.8685101533,8822.47608004096,-16964.8573259333,4434.18788279315,-7052.34189184826,-83755.9
"Abantennarius_drombus",42131.746350081,-40107.7924011664,-27467.7803988421,-73678.9765089728,-9441.92215182539,5334.19560384073,609.031785564474,12479.8131450047,-34358.5999692472,-3178.67263715026,-27681.0039949417,-15033.3137150482,-40929.7710497206,8900.83942723029,-17073.0373650173,4453.35173735597,-7046.26107020971,9006.69178269098
"Abantennarius_duescus",59944.8820759071,-60026.9619626971,-27630.5136159196,-73178.4427596487,-10229.4167747153,5061.49053895301,3043.01212567791,8970.29388107654,-16390.5173914759,-6202.74656422652,-12017.8519106196,-9710.92518127511,-30170.63259696,10525.5361563505,-16336.3664890725,5059.10267370347,-8044.94668454709,32811.8
"Abantennarius_nummifer",42187.9748560433,-39968.7603144301,-27691.8726686609,-77791.231561213,-11361.0470986337,4820.26311318279,5898.27522566264,5333.01057776882,-8054.30920086278,-9750.71839360167,-6917.12000000001,-7193.67745203427,-25160.0773955621,8317.50284512235,-18300.458004423,4842.41608395537,-6730.90256245945,-16364.4
"Abantennarius_rosaceus",42164.1957284008,-40023.7501275806,-27607.1353999906,-77089.3507842542,-10069.0882621602,5121.18587290273,2529.76295146213,9723.48292482636,-20285.1154857085,-5565.12392580447,-14567.3889578438,-10958.5641483599,-32502.6893717011,9644.57757383299,-18011.4596459508,4028.6065411777,-5392.06882356703,32812
"Abantennarius_sanguineus",42138.6892705626,-40088.4709465407,-27501.1478933383,-70320.0668826373,-9382.92258858442,5297.34537091954,671.134648322031,12207.4894650325,-29399.4143666682,-3255.78189118793,-24220.5938212395,-13471.6370898886,-37960.2521370679,8399.29379868991,-14591.8999469999,4407.35431109092,-7726.62822719827,36454.4
"Ablabys_binotatus",46559.4563882989,-48730.5873946258,-1123.92228735929,-54109.1711885589,-8378.02670832318,818.729515333213,5683.77814327656,9782.75955954667,15801.0762170067,-7770.77597691428,-6189.54052107812,-942.803963326035,16291.9645142144,8611.33368123846,-12380.882426189,6523.87668806459,-2306.83269385399,38276.1232709214
"Ablabys_gymnothorax",46567.1788483117,-48711.2986718977,-1156.26998379175,-46217.8031422885,-9200.73476986358,596.011626325684,7961.42525643012,6696.61489552736,26262.0583586312,-10600.84232647,-2546.79138954172,2556.57054689124,22555.9056915814,7406.77872349901,-6510.64062738834,6033.15665813317,-2885.9348721674,10315.7382345462
"Ablabys_macracanthus",46520.8466494361,-48825.7869858342,-970.106496550176,-50642.7431957014,-8064.2125872315,982.300676948971,4479.42053167735,11695.0410944145,1897.54831506828,-6274.22072816315,-20214.29,-4907.63557032748,7966.66008901082,8380.08611145728,-11075.8482772425,5590.28413718701,-1212.19946812217,-12721.6
"Ablabys_pauciporus",46565.4245563183,-48715.3268988986,-1151.16141861403,-47996.5584351798,-9275.77565077648,594.88758301546,8087.21096915388,6594.65955001381,25234.0518700178,-10757.1189494171,-3093.25791568752,2210.05682460028,21940.3457127775,8077.09097701563,-6958.11774315934,7358.64475326005,-4712.84728857221,569.350149353565
"Ablabys_taenianotus",46417.6764431609,-49079.6569449057,-562.975962422709,-41281.5540953259,-11899.0393171033,1327.24673072653,9189.74422298986,10245.2292630718,34193.0077932816,-12127.0032851427,-11835.8805210781,4796.55782414151,27304.887721915,8199.37907019556,-6876.66216690637,5551.47538317754,-2819.90676946079,1849.49999999996
"Ablennes_hians",65113.7737169802,6806.68594366385,-80171.6036601894,-213496.76726922,-7735.8814814044,281.391292044405,6787.12922736907,3339.16303267615,-70920.1895684638,-5922.62730932788,-33873.54,-35850.5527676869,38072.8347725625,19366.4087476695,-45354.6401674275,17104.004104909,8201.52682552374,-30935.9
"Aboma_etheostoma",-10568.8878314132,-56379.677519541,97906.8082750161,6796.37984148879,-10474.0850555221,-1723.88333021595,31323.0735009667,-22872.232417432,44156.4431732131,-30306.1616677853,4374.50017380727,16224.8655097234,33272.6167812249,-7272.50220852732,7581.17787138334,3201.42631205507,-1703.92255111726,-344754.988918995
"Abyssobrotula_galatheae",-1.85369561007181,3.69460989291528,-3.1656363324173,-694.136445697898,-7.54124443906759,-1.40563186798881,24.1977485127924,-28.8360724808037,21.6872743243034,-26.7809153447478,3.46000003814697,4.91430995206594,20.3306547840405,-2.58191519066529,-1.22705444231554,-0.0632136241313758,-0.726703044872638,1.4
"Acanthaluteres_brownii",0.464586030810631,0.576217079838818,-4.71197695502178,-194.992684341787,38.6915143159144,-1.63241917536808,-23.278315333008,5.14967066026742,5.44829589315981,53.5641415894443,2.78999996185303,4.00130914773413,11.6015430518352,-1.38032492701366,-2.08495956171732,-0.0237681057839446,-1.02976023500797,17.1
"Acanthaluteres_spilomelanurus",-0.273235516249462,-2.46181797686071,-4.52476827064858,-53.4542598221032,40.8273968390556,-1.28518025185569,-28.1066407218292,10.7479046669043,1.5379808165257,59.5419379700638,2.88000011444092,3.69021728993793,9.25786628371013,-1.3260236517619,-2.01568420111606,-0.0299672844129717,-0.967825795097975,17.5
"Acanthaluteres_vittiger",-0.910447756377694,1.79864187496889,-6.45149830152913,-53.03096715869,44.9501425983255,-0.784333083847591,-37.3355328660715,21.9185198496567,-0.751197027519704,71.2874778618053,2,4.00293168901843,7.90407754484333,-1.46164622436645,-2.32853363115474,0.0200294119681096,-0.971739863948139,17.2
"Acanthanectes_hystrix",-0.346237560649762,-2.09994801600181,2.07494499802425,308.439029826226,8.31655414680548,0.703342486028582,-15.3247818335121,9.47169649830499,-0.821734277186629,15.8175400770128,3.13000011444092,-5.56177712627716,6.73230839035224,0.986311288652471,-3.39346984971662,2.47580494991835,1.27867119974652,21.3
"Acanthanectes_rufus",0.454249094174711,0.518798522089324,2.07907289117999,149.873769958393,3.30544600149844,-0.136741148366853,-3.59567889750908,-4.57331047303507,4.89900068218889,1.27602127252054,3.13000011444092,-5.67152982380829,10.158137943815,0.988905834874205,-3.40580946255298,2.47326145131174,1.27908500366328,21.7
"Acanthaphritis_barbata",-2.58496991922854,-0.951693560756701,-1.33389593884392,821.40509678913,16.3569419012702,-0.970835470610245,-22.5235837147404,18.4627645245628,-8.85705020927113,31.3249989496408,3.33999991416931,3.09259915434508,7.33835273156366,-1.9107967150054,-0.489098098939481,-0.571737064763195,-1.01804009130905,27.8
"Acanthaphritis_grandisquamis",-2.58132158931642,-0.9757676561847,-1.32525227822947,819.696131836685,16.5495202006566,-0.810900156716375,-23.7782466716494,20.4641927669109,-8.35074955044563,32.7130878140037,3.34999990463257,3.36253589343528,7.63910756178585,-1.89923688566936,-0.507064930772695,-0.563276627391689,-1.03319250163782,24.4
"Acanthaphritis_ozawai",-2.57324031666738,-1.02948307545843,-1.30588268875024,819.6001208995,16.5747840912079,-0.782817545347358,-23.9816668615485,20.7939627307357,-8.22257032692952,32.9333161793971,3.35999989509583,3.42759492958081,7.71529924113974,-1.90000397683607,-0.506518175031111,-0.565071094590544,-1.03795395909386,22.9664052403955
"Acanthaphritis_unoorum",-2.58224545442425,-0.969580015311511,-1.32748789380699,819.360147044278,16.570692977955,-0.785907554334655,-23.964768465825,20.7727857874648,-8.22225165719994,32.9159359517295,3.34999990463257,3.42228061372348,7.71566812884373,-1.8973757813429,-0.510206554315741,-0.561363593835929,-1.03547045065469,22.9756376947986
"Acanthemblemaria_aspera",1.14066631316836,1.11851791228348,-3.25573897771309,54.1267499858404,-6.11130136006194,-1.79316346617194,27.0513228715014,-38.5572756804641,16.6657392132769,-30.3568742681673,3.12,-2.48415747116225,13.5998614305121,-1.48489285416996,-1.2737145321333,-0.579495657014699,-0.782642747017882,27.9
"Acanthemblemaria_atrata",0.411097760982929,-2.36252092178082,-2.98876186942672,213.093009095897,-3.37182641336458,-1.2512877813297,20.3340993516459,-30.419097695772,11.6313207579295,-22.1463283096697,3.25999999046326,-2.84116661071948,10.5803222343215,-1.47341401918386,-1.08913050712255,-0.566043902393995,-0.727218751518136,26.5945172853016
"Acanthemblemaria_balanorum",1.34476774175237,-0.262195810944237,-2.66940464639104,51.177299972526,-8.47441688190994,-2.04106207412722,31.9713672373101,-44.2137631972301,17.6958624660093,-36.6658318524063,3.4,-2.81633315256898,14.2089682048622,-1.50375124369731,-1.05599581735374,-0.617439418569055,-0.764778399196647,26.2
"Acanthemblemaria_betinensis",1.32951923725235,-0.159210086607608,-2.71309289107793,50.9599337762986,-8.50814514818207,-2.06819570807819,32.1709700571159,-44.5209618579727,17.6308711036771,-36.8843573284101,3.38000011444092,-2.86151894270688,14.1707050944832,-1.50040966524222,-1.06046289059243,-0.611652013393853,-0.758129925647727,26.6305706140532
"Acanthemblemaria_castroi",1.36527194715824,-0.400583696663065,-2.61071666684832,50.526430482295,-8.33003635827752,-1.92182796867543,31.0529328877482,-42.7619200316664,18.0500313337111,-35.6527651079271,3.4300000667572,-2.61494033282152,14.4189397943902,-1.50168470586875,-1.06011765969543,-0.62002971092249,-0.781110903034121,23.8
"Acanthemblemaria_chaplini",0.455752694836793,-2.65981452999392,-2.85067829305895,214.739044848811,-3.36720560363236,-1.25053577358982,20.3713311020628,-30.5154784998581,11.5633392340801,-22.1949508276835,3.3199999332428,-2.84270564868115,10.5388060783612,-1.4907016472571,-1.0646224840209,-0.589655381224593,-0.740639153476421,27.1
"Acanthemblemaria_crockeri",1.34337598578598,-0.252742579521602,-2.67342760981233,50.6031908090566,-8.41886541326948,-1.99483601650069,31.6065682255129,-43.6301354653955,17.8451969569648,-36.2618513363806,3.4,-2.73833104863772,14.2977295333639,-1.49957009226807,-1.06237771651625,-0.613853321824622,-0.768512343373457,25.2
"Acanthemblemaria_exilispinus",1.31971234299153,-0.0931094305122362,-2.7411354178858,131.23558617781,-8.3359240996134,-2.03896547375896,31.9322592422296,-44.3297816360611,13.6339990662693,-36.5499881722137,3.4,-3.48134454198497,11.7764592101458,-1.24502945471467,-0.697451929930926,-0.577049410105945,-0.727771053719381,27.9
"Acanthemblemaria_greenfieldi",1.27394907231531,0.216204996669598,-2.87235764467287,49.2918698763951,-8.5364762425819,-2.08977594686717,32.2885503056153,-44.6683585131684,17.6326619425533,-37.0051389456812,3.30999994277954,-2.89871311597664,14.1730239231431,-1.48201256804989,-1.08628049021558,-0.585699339487459,-0.740745227231797,26.6951872554157
"Acanthemblemaria_hancocki",1.34755125107352,-0.281102199086085,-2.66135871106661,52.3255182832264,-8.58551981959318,-2.13351418945104,32.7009652618345,-45.381018662004,17.3971934846727,-37.4737928856143,3.4,-2.97233736043959,14.0314455481337,-1.51211354651534,-1.0432320190894,-0.624611612053876,-0.757310510843029,28.2
"Acanthemblemaria_harpeza",0.455245909640765,-2.65642898254039,-2.85225252002228,214.514322558735,-3.34779477433027,-1.23283272375688,20.2339048749622,-30.293462603746,11.6301466168587,-22.0435318871212,3.3199999332428,-2.80929106098975,10.5785507490673,-1.48918263279968,-1.06700214902606,-0.588289042587724,-0.742119937463882,26.5391406186443
"Acanthemblemaria_hastingsi",0.549588168596344,-3.28442324740798,-2.56056239581089,217.010226779505,-3.23650055481841,-1.14535636373854,19.6394106483358,-29.4199425274955,11.7697615229757,-21.4019740215756,3.45000004768372,-2.66423267699412,10.6591667094175,-1.51895828464327,-1.02568694170729,-0.632796323828328,-0.778181333929199,25.6
"Acanthemblemaria_johnsoni",1.09135255492192,1.4499855048024,-3.39562356902458,43.8110430171904,-8.62956538898438,-2.16068252310516,32.674887940246,-45.1526647743787,17.6385482340417,-37.4019961725953,3.07999992370605,-3.0209222826171,14.1806441833505,-1.42156510457447,-1.17110955064295,-0.500426470501467,-0.683624211014319,26.9074986258159
"Acanthemblemaria_macrospilus",1.34727290030328,-0.279211564746017,-2.6621633051209,52.2106964530038,-8.57440952580039,-2.12426897791643,32.6280054593279,-45.2642931154604,17.4270603827635,-37.3929967822252,3.4,-2.95673693965495,14.0491978137694,-1.51127731624729,-1.04450839888874,-0.623894392707821,-0.758057299680817,28
"Acanthemblemaria_mangognatha",0.402764409617185,-2.30699782033134,-3.01456228546683,212.421350629476,-3.33159603281706,-1.2189833553001,20.069484859777,-29.9919608450489,11.7370528551129,-21.8512269033801,3.25,-2.79000213103271,10.6433137285781,-1.46751023338256,-1.09776237608698,-0.559584517793407,-0.727547377598408,26
"Acanthemblemaria_maria",1.32342825901071,-0.118130174545931,-2.73050588605241,51.48370163503,-8.5854665717852,-2.13256056311439,32.6709223172964,-45.3154298876334,17.4312943422521,-37.4365104424845,3.36999988555908,-2.97092473307064,14.0522534428082,-1.50330907797388,-1.05570313241501,-0.612697450378217,-0.75068625015724,28
"Acanthemblemaria_medusa",1.24219420956427,0.430744814279994,-2.9633637714055,48.3386900236976,-8.55266547895834,-2.10210748553388,32.3557390100507,-44.7525851486794,17.6336854107701,-37.0741570506557,3.26999998092651,-2.91996685878998,14.1743490445725,-1.47149997677732,-1.10103335439568,-0.570869290644272,-0.730811147711156,26.7321109281166
"Acanthemblemaria_paula",1.09242894159173,1.43798509837413,-3.38864005442831,-159.586721130403,-15.394928016742,-3.38210103866262,48.8237274689551,-64.8100455015721,30.3216192950839,-57.4287474153022,3.03999996185303,-2.53236238714577,21.7760736819638,-1.86401473830207,-1.52192285241278,-0.710992636196447,-0.828775671852831,26.0550231931242
"Acanthemblemaria_rivasi",1.21837778051614,0.591658099274244,-3.03161741382978,47.6238033551188,-8.56480745144495,-2.11135614700174,32.4061306433067,-44.8157552504908,17.6344530764875,-37.1259207597014,3.24000000953674,-2.93590716678346,14.1753429242629,-1.46361553326931,-1.1120980026844,-0.55974675402654,-0.723360588079773,26.7598036839522
"Acanthemblemaria_spinosa",1.16992706830419,0.923796114501399,-3.17434883814739,175.640714166288,-1.78722621940036,-1.01967581737227,16.7576789009204,-26.0543235349228,8.75915433678421,-17.5914279072953,3.17000007629395,-2.8397964358962,8.8650784966843,-1.36120618994426,-1.14212930460948,-0.552072464700225,-0.705051921802653,27.9
"Acanthemblemaria_stephensi",1.34539605570205,-0.26646344520744,-2.66758823278107,51.4365180414756,-8.5000506546969,-2.06202998236854,32.1373760649489,-44.4788489794547,17.6303594949197,-36.8498486886859,3.4,-2.85089212369397,14.1700426105489,-1.50566593571285,-1.05308649400297,-0.619067002479105,-0.763096941746558,26.6121088687656
"Acanthistius_brasilianus",0.942864112218654,-0.940812972708943,-0.957310202678319,578.995163415265,-1.01338967162909,-1.7918272468575,11.9544897826125,-9.75519670518024,18.9465672411019,-7.132923101096,4.01,7.72481425746102,6.92685362477982,-1.4908307965643,-0.563040819241827,-0.439586417856686,-1.14213266409057,8.1
"Acanthistius_cinctus",1.0250839997889,-1.52899856056133,-0.750775459422311,587.176487068054,-1.55964282999792,-2.25024662768863,15.6380502236623,-15.7025338527959,17.3647379087148,-11.2235931672328,4.09999990463257,6.94877920449791,5.98499996778662,-1.55836665434725,-0.462805220670661,-0.510656762376506,-1.12516811891002,18.7141172012846
"Acanthistius_fuscus",0.158887130454435,-1.15227459488586,-2.10564447250781,662.258099293033,-3.45068086201133,-2.66846390452787,20.5202770952357,-21.9314599498083,18.2810905342258,-17.2380408538811,4.03000020980835,6.8983777233545,6.53451193652352,-1.53935868039945,-0.490944298479747,-0.485007876151203,-1.10805198151817,18.801862806468
"Acanthistius_joanae",-0.0542373821549471,0.428185594324475,-2.53174185905788,654.860798272449,-3.5182409510786,-2.7157769539565,20.6761532077976,-22.0112682653763,18.4336207460482,-17.3719216561893,3.74000000953674,6.81991126293609,6.63040734906975,-1.4595023317125,-0.603544004962113,-0.374268303089088,-1.03946928590422,17.9
"Acanthistius_ocellatus",1.00106177601835,-1.35663861304446,-0.811518592700102,580.974694289376,-1.43346647779501,-2.35068441988576,16.148165067667,-16.7983362590401,16.0620645101741,-11.6797639227002,4.07000017166138,6.44300419305298,5.20736957697008,-1.32137452739482,-0.68947318972194,-0.0629396748664764,-0.840765074853598,22.3
"Acanthistius_pardalotus",0.98717870714272,-1.25809098149731,-0.84587056140476,585.987526539932,-1.57968872770911,-2.26562540546206,15.7215737387198,-15.8072474133178,17.3657297826096,-11.3092924870738,4.05000019073486,6.92221620044612,5.98648427749339,-1.54522619300629,-0.481245467029763,-0.492119232934421,-1.11275052274399,18.7602644995514
"Acanthistius_patachonicus",0.144737364296336,-3.80391223568734,-0.924168228336465,749.337813965622,3.60856043986158,-1.41994161089815,3.70055958597167,-1.47361154132592,11.345550476041,3.62834274329337,4.01000022888184,6.9853411170443,2.38232532022695,-1.53926904530817,-0.480359565618034,-0.476166472789796,-1.10170311284773,18.6499001970621
"Acanthistius_paxtoni",0.991302338084396,-1.28773237782198,-0.835433032725579,587.769171508937,-1.75439078107102,-2.40949170411697,16.8591250776343,-17.6250800029477,16.9103413526563,-12.5697731008558,4.05000019073486,6.68289768776021,5.71584596618422,-1.55831851505554,-0.461321613500263,-0.503286679218176,-1.10117917112887,21.7
"Acanthistius_pictus",1.12363601956817,-2.23326703649781,-0.503423246837497,590.267799821222,-1.50752315195428,-2.21026154090177,15.4208876406904,-15.4302767649107,17.3621588546151,-11.0007734460415,4.23,7.01784346317618,5.98114063880538,-1.59253207454004,-0.414860270192011,-0.558854650039947,-1.15745407732785,18.5941334467796
"Acanthistius_sebastoides",0.127236552048776,-3.68633627219415,-0.969594578758351,750.61073144023,3.40431625539039,-1.58889275769186,5.01148160821722,-3.55324699838621,10.8317823413909,2.1805829817038,3.98000001907349,6.70052219109483,2.07749519339397,-1.54584778737662,-0.469358601492544,-0.477436756198689,-1.08135926739621,22.1
"Acanthistius_serratus",1.02433633235979,-1.5236352807524,-0.752661161488979,586.854437713609,-1.53058794630494,-2.22466707597218,15.4382433795224,-15.3809256889366,17.4560727117889,-11.003021724857,4.09999990463257,6.99514815125781,6.03932004121124,-1.55612834279975,-0.466277573149463,-0.508679564777639,-1.1272797791597,18
"Acanthocepola_abbreviata",-0.178284539044535,0.823648528794733,0.590669465725518,251.118378774532,-1.68253556175874,-0.181258389353685,10.1357479983805,-11.7835359366891,6.30883085303678,-9.20497156421428,3.4,-7.9985533639793,11.7148344622279,-1.85560354897789,-0.975739011683664,-0.409716835667838,-0.974424181692833,28.3
"Acanthocepola_indica",-0.213793003781916,1.0611731218018,0.483988904299038,247.35028049211,-1.42418835258138,0.0339362624954718,8.40602256177524,-8.99423358451862,7.03964910483911,-7.28362060494632,3.35999989509583,-7.63768410389533,12.1499150954934,-1.8244750206023,-1.02192804480025,-0.377235806063011,-0.982840080828418,23.502984929944
"Acanthocepola_krusensternii",-1.02418391045872,-1.64871252936618,0.496055761246649,406.524698097403,3.70612945692804,0.95170008470531,-3.96133672149142,6.03581911461907,1.50910235258474,7.9731191611529,3.36999988555908,-7.40324610286698,8.83679880590287,-1.82349937396863,-1.01533780518778,-0.373018100577297,-0.991357044790069,21.5
