"","habitatbenthopelagic","habitatdemersal","habitatpelagic","c_m","tm","Lm","tmax","K","Woo","M","TLDiet","Loo","fecundity","Min_caudalpeduncle_depth","Lower_jaw_length","Max_body_depth","Max_body_width","Temperature"
"Abudefduf_notatus",0.00527969985968893,0.0191038345726752,0.019959009652677,2.30296527157454,0.0270583396659204,0.00390636123885473,0.0286745864472005,0.00542371409218701,0.00479768877591787,0.0370043469308535,0,0.00402628321897879,0.00209961311467423,0,0,0,0,0
"Abudefduf_saxatilis",0.00334963441118011,0.0172711044459074,0.021928739585198,2.32221229864912,0.0275830770073645,0.00375821280740805,0.0299977563442254,0.0151489950680125,0.0131335167157994,0.039418876081789,0,0.00276338283573928,0.00560802986343694,0,0,0,0,0
"Abudefduf_septemfasciatus",0.00434636901945848,0.0183914777529432,0.0199479239849621,2.33842031541976,0.027423976581276,0.00385842531050053,0.0297714724173492,0.0157790361017205,0.0155373776583472,0.0392576121562662,0,0.00204261061282803,0.00709998384564241,0,0,0,0,0
"Abudefduf_sexfasciatus",0.00544985064514455,0.0192372612787681,0.0199983063878197,2.29091698824281,0.0262572719466499,0.00407081386415047,0.0295438386483909,0.0073128302396842,0.00345269104929953,0.036332459936664,0,0.0025644047331411,0.00423178901544523,0,0,0,0,0
"Abudefduf_sordidus",0.00472374450050102,0.0186764814620645,0.0199058139330776,2.33540283180039,0.0281634770549237,0.00382776930989681,0.0307405506607654,0.0181221008835519,0.0150372319253126,0.0411023179250244,0,0.00325686313827775,0.00679442650561773,0,0,0,0,0
"Abudefduf_sparoides",0.00436311567841869,0.0184036596154035,0.0199440594946317,2.29624043993595,0.0262851528117833,0.0039589750634026,0.0288745810147705,0.00497132265010792,0.00283693820828891,0.0358960380332062,0,0.00169673514982767,0.00217605641485824,0,0,0,0,0
"Abudefduf_taurus",0.00754936337124036,0.0210143026176621,0.0211747380835602,2.33062954507666,0.0275469481527975,0.00391248106841167,0.0295937914222249,0.0145065811178195,0.0133388829998484,0.039105062371737,0,0.0022741353793452,0.00604705359202435,0,0,0,0,0
"Abudefduf_troschelii",0.00459893575501526,0.0185814464878197,0.0199112838135428,2.282115759353,0.0268527412539653,0.00393597936584953,0.0291672750987597,0.00577601604690125,0.00412890329246012,0.0368706327074112,0,0.00365053262958751,0.00411623011535949,0,0,0,0,0
"Abudefduf_vaigiensis",0.0147234005306161,0.0471938152195696,0.0495250028603264,2.3783840888271,0.0349086725627942,0.00433599613641484,0.0390997864791619,0,0,0.0457906769957218,0,0,0.0031689973695925,0,0,0,0,0
"Abudefduf_whitleyi",0.0056237065134375,0.0193754797088638,0.0200487737830638,2.3023611997239,0.0272012097236814,0.00389591447274175,0.0291035182724909,0.00651781880896584,0.00434858827443379,0.037411259545125,0,0.00324029059751803,0.00175587893686859,0,0,0,0,0
"Abyssoberyx_levisquamosus",0.000819355702182831,0.00307280329515112,0.00270647341254521,1.80586054461171,0.0178603659829541,0.00197369120899749,0.0255774425252057,0.013051137463765,0.00623078995874183,0.0291107982009072,0,0.00402237554206072,0.00359399509146915,0.000232162097320301,0.000257037704746013,0.000248537195666484,0.000125737781802809,0.000297197011614051
"Abalistes_filamentosus",0.00174653400155466,0.000669282451753147,0.00605406120150192,1.46734857592446,0.0119441450064438,0.00177030427766852,0.0163281808647724,0.02153547739664,0.0166997227676211,0.0217947617916188,0,0.00290672186588186,0.0110386888791233,6.60061925349235e-05,7.65921897539247e-05,3.36243686474611e-05,2.6147819791418e-05,0
"Abalistes_stellatus",0.00263233142640838,0.00286661954628171,0.00380569364075515,1.55502774463608,0.0179493960210759,0.00272197326742424,0.0277812258703841,0.0308153460918593,0.0168162979668739,0.0376239732044003,0,0.0024620948637657,0.0104645540167953,0,0,0,0,0
"Abantennarius_analis",0.00107347190665873,0.0014332284638145,0.0034840587462294,1.79052078840771,0.0159607539460572,0.00328035707729778,0.0313101656596506,0.0386957061997698,0.0347015650142775,0.0410783280413965,0,0.00786798159411183,0.00428777108567237,0.000156504961191445,0.00016330540156366,0.00011696722622936,4.54869320188227e-05,0
"Abantennarius_bermudensis",0.00114295954031873,0.00144036810104197,0.00354197129939688,1.78959444167019,0.0161928930139937,0.00333738823231864,0.0322984390300572,0.0399394585197468,0.0346833467529671,0.0421861815539956,0,0.00784327902333259,0.00428609098785531,0.000133114609319489,0.000138124135758956,9.89354376897024e-05,3.70633531393939e-05,0
"Abantennarius_coccineus",0.000681395843784413,0.00179419818026003,0.00351494842553249,1.79471166899218,0.0159889401789659,0.00336005131110653,0.0320235350735519,0.0397848701013821,0.0350585794703104,0.0417921413506906,0,0.00769186341084336,0.00448388245576179,0.000178021820148729,0.000172169030062262,0.000122398466951771,5.48525111310632e-05,0
"Abantennarius_dorehensis",0.000689902930178093,0.00197877265113818,0.00367567613405339,1.79608941112597,0.0158508101628156,0.00333907440770316,0.0315386815009687,0.0392090150709955,0.0351375213851892,0.0412318656149006,0,0.00767534970752898,0.00452360851213865,0.000196742012644292,0.000190490203740359,0.000135972118542818,6.11514909276164e-05,0
"Abantennarius_drombus",0.000716827197597847,0.00208555576163122,0.00378219912620036,1.79629513445291,0.0160634245480461,0.00340573666769186,0.0325500665085945,0.0405132949423492,0.0352390679756031,0.0423479309085537,0,0.00760078705835865,0.00458885022666868,0.000184146256125456,0.000172721286665647,0.000127092679282871,6.45917949353313e-05,0.000868748892176612
"Abantennarius_duescus",0.00159956989089945,0.0027365026170994,0.00736025911101957,1.78532297122973,0.01901439301306,0.00363712042016901,0.0364958402932532,0.0449658748625334,0.0337370522277328,0.0487523883800877,0,0.00827865374394616,0.00467384543646134,9.00184417385479e-05,0.000118026106813293,0.000152407610754961,8.95722538183429e-05,0
"Abantennarius_nummifer",0.000680502665820518,0.00178879617957395,0.00350686999545559,1.79483712408027,0.0158918313908005,0.00332342578799483,0.0315312270327681,0.0391159079023554,0.0328443805623828,0.0412635378703444,0,0.00822049562381675,0,0.000206653006690959,0.000197065176651654,0.000131563583719308,5.60914445123129e-05,0
"Abantennarius_rosaceus",0.00171712089022003,0.00180124685022708,0.00429188537831398,1.78567584746491,0.0163584923557677,0.00332062060204124,0.0325284894362779,0.040077313245163,0.0343951835430401,0.0425110910192943,0,0.00796295970924365,0.00414112756823352,0.000103458651414293,0.000118968333598532,9.66000493703772e-05,3.90637010606056e-05,0
"Abantennarius_sanguineus",0.000998467840585791,0.00143845433743942,0.00343308289834645,1.79048056766213,0.0162902536271485,0.00337756346478138,0.0328230903753672,0.0406370503433549,0.0347782771228401,0.042753728428095,0,0.00778612811034946,0.0043413983208575,0.000131994490097564,0.000132729009883216,9.35865609336457e-05,3.73434009104562e-05,0
"Ablabys_binotatus",0.000807880331775562,0.00240919992612225,0.034478810848275,2.02595932737981,0.00894063500584848,0.00142369510371514,0.0174456024070766,0.0184091852551366,0.0178456582689047,0.0211229915173302,0,0.00344525737832258,0.0110666161354005,3.78667600378805e-05,4.29748733541292e-05,4.02708882967865e-05,3.57225453011256e-05,0.000439727278071742
"Ablabys_gymnothorax",0.000816813725004096,0.00227819913888634,0.0342769600481221,2.02526174918707,0.00895672970673016,0.00141669523479763,0.017442710196796,0.0183693862247711,0.0177803413707025,0.021117923561042,0,0.00348464700466776,0.0110299595482002,4.16884071390816e-05,4.52445799774232e-05,4.7135751579914e-05,4.20704785326391e-05,0.000508796348010113
"Ablabys_macracanthus",0.000826017574924643,0.00250823140966561,0.0346166738190563,2.02666064092567,0.00893406545891673,0.00137626088616824,0.0172576197646413,0.0179283451783961,0.0178281435756684,0.0207017975769428,0,0.00345616569322449,0.0110623201989861,6.31278900174805e-05,7.35733223169797e-05,6.15421730579488e-05,4.86357524973505e-05,0
"Ablabys_pauciporus",0.000867358455142307,0.00217128061211244,0.0340808145406272,2.02456702382623,0.00897339159044734,0.00140980078435965,0.0174408772904301,0.0183309968987331,0.0177154528439218,0.0211143166357232,0,0.00352454614487454,0.0109936153930164,4.77534202109454e-05,4.94248728362142e-05,5.5601641574321e-05,4.88719550543737e-05,0.000605730532719819
"Ablabys_taenianotus",0.000815093955963044,0.00246010877526368,0.0345507078127839,2.04720866749743,0.0102202004751073,0.0018997188482838,0.0184319400647491,0.0204172897869176,0.0232863663344177,0.0236698124178044,0,0.00518294854130496,0.0143582259123009,0,0,0,0,0
"Ablennes_hians",0.0103821415504994,0.047426904766802,0.0209680994914729,4.06572640669396,0.111790691354427,0.0111076633912592,0.099387944826342,0,0,0.146638837033701,0,0.0243573813772985,0,0,0,0,0,0
"Aboma_etheostoma",0.00297413833138315,0.00506186142100306,0.0143916226415427,12.3675100966891,0.0241902691429995,0.00164479541814261,0.0385923654578787,0.0327382700798768,0.0146515738852372,0.0498971443878409,0,0.00437980991070563,0.00756791308682315,0.000487413319373335,0.000500278492205981,0.000458937468395102,0.000289131874880852,0.00304925448531948
"Abyssobrotula_galatheae",0.000519480301077888,0.00265161685776374,0.00473826836464048,2.30253166628362,0.00799687230677599,0.00146337964883095,0.0205640515758373,0.0267740177874225,0.0251286938510161,0.0247663288910693,0,0.000946897270759393,0.0154831901308874,0.000425283241632426,0.000508522460115,0.000378653391512838,0.000203343882528779,0
"Acanthaluteres_brownii",0.000406241513577744,0.000848733429487883,0.00260236614669919,1.59614705527242,0.0413123818247974,0.00142667852185123,0.0325731603300742,0.0126138120624935,0.00448555740611011,0.0599592711877594,0,0.00201829891554395,0.00204664209991738,4.6238819857068e-05,5.68243090641506e-05,6.67682735469784e-05,3.64270690579335e-05,0
"Acanthaluteres_spilomelanurus",0.00145661131931827,0.00193625571212597,0.00279900061735996,1.57019898169259,0.0409655564849676,0.00162375388678654,0.0313636383638231,0.0137967768939992,0.00531621465383415,0.0594133430090803,0,0.00120518343488749,0.00477550434322325,0,0,0,0,0
"Acanthaluteres_vittiger",0.00182194414323475,0.00357432393932202,0.00764762938810315,1.65462373766393,0.0477409465674009,0.00145541995141836,0.0454732941285469,0.0283061729246486,0.00850740359657963,0.0771538854131017,0,0.00327328489614125,0.0041369157556777,0,0,0,0,0
"Acanthanectes_hystrix",0.0011015083981301,0.00187179196756945,0.00948032333582788,2.34722166795323,0.00895934520140393,0.00135272794610808,0.0170866664019708,0.0113610898652042,0.0042887344786053,0.0179492847933783,0,0.00565614279640356,0.00149788116090951,0.00288441188498181,0.00303392854467607,0.00251688966023305,0.00184400121564836,0
"Acanthanectes_rufus",0.000515561523514635,0.000929087992352894,0.00948171119625772,2.37225384507535,0.00499537806350408,0.000970880292095466,0.00766257145683988,0.00500401090437345,0.00391001216187078,0.00758562348711193,0,0.0057279247734872,0.00310085843304124,0.00288301010675258,0.00303611029515703,0.00251450107104507,0.00184499802142277,0
"Acanthaphritis_barbata",0.00126621465368555,0.00320295499269354,0.00585808756196903,1.88671189428744,0.0224544481239718,0.000955808731589553,0.0346843546728341,0.0260037841711156,0.0138696608875266,0.0438830924085313,0,0.00105193364923936,0.00513716965843146,0.000921190377835369,0.00121742112847362,0.000937480203642314,0.000533558102880192,0
"Acanthaphritis_grandisquamis",0.00127688768857836,0.00320402671339457,0.00583459384877247,1.88676504221973,0.0217352882516566,0.000919091297009757,0.0338976852476121,0.0257853015759307,0.0136300943679597,0.0428282649682187,0,0.000958130915629812,0.00496177283094812,0.00090143038108414,0.00119371828406923,0.00093563112728046,0.000520669021585328,0
"Acanthaphritis_ozawai",0.00130119509266355,0.0032068485890138,0.00578245302400205,1.8868594302697,0.0215893599006336,0.000916969148402051,0.0337166813642581,0.0257009359126214,0.0135711211403035,0.0425861787742831,0,0.000906512787675991,0.00490410702448335,0.0008990619397455,0.001191128738888,0.000936295839729661,0.000519113763891974,0.00235825298773931
"Acanthaphritis_unoorum",0.00127412900289896,0.00320380835566091,0.00584070475531356,1.88675997441404,0.0215973762854794,0.000917342228407335,0.0337274309117086,0.0257099663052572,0.0135589213569301,0.0426022660257741,0,0.00091582382098767,0.0049009737679897,0.000898015295383028,0.00119036180282109,0.00093571103830191,0.000518661524928465,0.00233679980687398
"Acanthemblemaria_aspera",0.00130209509559715,0.0016010609234581,0.00635092691533594,2.44053520349657,0.00832471639514396,0.00166642109771534,0.0219684603318869,0.030660341487515,0.0137554858705051,0.0266349168406041,0,0.00369082949480225,0.0078856535965781,0,0,0,0,0
"Acanthemblemaria_atrata",0.000817418140615435,0.00154904077036446,0.00558120804738346,2.44482815196067,0.00841748502279504,0.00134096336116205,0.0187146140594938,0.0250627143554005,0.00963450200402386,0.0230897606075485,0,0.00466343178709212,0.00487444909153639,4.18791288356782e-05,4.33967742669152e-05,4.65906464078255e-05,4.09156008875846e-05,0.000339623833906454
"Acanthemblemaria_balanorum",0.00046134305310791,0.00110378559138786,0.00486964238587686,2.47669352324527,0.00926194444299388,0.00173919699608124,0.0253644163070215,0.0348205447140065,0.0130943599947653,0.0306511038226609,0,0.00472830663369618,0.00707688006527514,2.98839982795308e-05,4.54789492174816e-05,5.36745851400642e-05,2.83092006104759e-05,0
"Acanthemblemaria_betinensis",0.000506049607673934,0.00108976387224536,0.00495166506456959,2.47665292220071,0.00932046511461728,0.00175067901948279,0.025499419400562,0.0350225638650402,0.0131051374808847,0.0308104505245585,0,0.00473500732801643,0.00708049656859076,2.84517618782854e-05,4.14114142572185e-05,4.85593941349967e-05,3.12188676521259e-05,0.000203111350148395
"Acanthemblemaria_castroi",0.00041452804176606,0.00113704058799933,0.00476880007908978,2.47739869195367,0.00907722459727455,0.00169166951702926,0.0248338499799159,0.0339142052018319,0.0130838838022236,0.0300283980511522,0,0.00467808552531044,0.00708932731933429,5.31001717689094e-05,7.51527683989682e-05,7.90614412691149e-05,2.7068994410535e-05,0
"Acanthemblemaria_chaplini",0.000996190371666821,0.00160863701611841,0.00523988194634134,2.44428132073042,0.00847768674972735,0.0013401629228036,0.0188250695425705,0.0251894212771467,0.00959955655143319,0.0232245751060106,0,0.00468609909983125,0.0048486791279963,3.14416994220239e-05,3.89366065531231e-05,4.3070014768355e-05,3.77455309424152e-05,0
"Acanthemblemaria_crockeri",0.000465136241442329,0.00110208032934067,0.00487693885694563,2.47707137538573,0.00916240474729552,0.00171963431437017,0.0251173565226405,0.0344285035385306,0.0130975812001246,0.0303577320915304,0,0.00470434675244802,0.00708657742892455,3.85923441987662e-05,5.64842726127084e-05,6.23010935872782e-05,2.4982045205623e-05,0
"Acanthemblemaria_exilispinus",0.00053808700745243,0.00108565704068992,0.00500739955481516,2.5265686213631,0.0122109705023971,0.00202451689170483,0.0318168404471701,0.041695625706829,0.0122956369482546,0.0383962099736927,0,0.00597774047786929,0.00586034932695298,0,0,0,0,0
"Acanthemblemaria_greenfieldi",0.000711170451093825,0.00111998881368681,0.00529615589579443,2.47711017226768,0.00933143718370279,0.00175894362309773,0.025530757500757,0.0350717337828265,0.0131572592034002,0.030841979679311,0,0.00472271837690267,0.00711256387944877,3.55145210741702e-05,4.2652174679935e-05,4.51613242182734e-05,3.57349908138053e-05,0.000207075916390891
"Acanthemblemaria_hancocki",0.000453964887923268,0.0011074297949727,0.00485520004517798,2.47593964121209,0.00955573536674255,0.00178178472615419,0.0259752375453041,0.0356800841307999,0.0130925435378751,0.0313843308461349,0,0.00477808118681758,0.00706096573861999,3.18004051723563e-05,4.07424866185366e-05,4.41709921199647e-05,4.03445283220827e-05,0
"Acanthemblemaria_harpeza",0.000994068946670637,0.00160766977609444,0.00524352556234329,2.44442502542724,0.0083855105116586,0.00133515877904729,0.0186529132068644,0.0249829345337714,0.00958800784859185,0.0230120253292863,0,0.00467329616151633,0.0048444201952105,3.32282015569824e-05,4.11331801397707e-05,4.54969234035929e-05,3.51973452331126e-05,0.000254079878680713
"Acanthemblemaria_hastingsi",0.00140633666656983,0.00188617759311688,0.00468811916111952,2.44393564177508,0.00810352885679546,0.00131215250478937,0.0181044770642837,0.0242873544635183,0.00946276237133447,0.0223329892204431,0,0.00467524478764472,0.00477274787385092,3.39419069943327e-05,5.31541051929935e-05,6.37729040013588e-05,2.70584071319219e-05,0
"Acanthemblemaria_johnsoni",0.00153068801337579,0.00185806113716483,0.0067977796146799,2.47864690736912,0.00937527188511267,0.00178735740773163,0.0256434085598569,0.0352435573671749,0.0133393705164783,0.0309591184088417,0,0.0046919664230849,0.0072260678746875,7.76921641016052e-05,6.97140194719919e-05,6.8668369989962e-05,6.31787709330106e-05,0.000796877524837826
"Acanthemblemaria_macrospilus",0.000454689926304028,0.00110705141771644,0.00485663520545634,2.47601492003391,0.00952090325164471,0.00177732506683774,0.0259073756157187,0.0355897531583182,0.0130924475449621,0.0313024958375278,0,0.00477299405672029,0.00706234765964869,3.03445860305256e-05,3.98827677694699e-05,4.44949688326306e-05,3.89455355085672e-05,0
"Acanthemblemaria_mangognatha",0.000786111364827389,0.00154401170560315,0.00564955240433332,2.44517401174268,0.00825368285116742,0.00133169168797081,0.0183959741423769,0.0246687720624138,0.00960898583976955,0.0226970214730658,0,0.00464724324968445,0.00486453193914718,4.94976445123273e-05,5.20273007112384e-05,5.27147142443487e-05,3.7455211651117e-05,0
"Acanthemblemaria_maria",0.000525710365416821,0.00108686605294359,0.00498595478268679,2.47621726065563,0.00952212532013923,0.00178051653525693,0.0259147856114737,0.0356028828795977,0.0131131909196849,0.0313086611774952,0,0.00476742584429651,0.00707546956973023,2.98130811076244e-05,3.78940003363031e-05,4.16898343223455e-05,4.03966288527218e-05,0
"Acanthemblemaria_medusa",0.000844562024267742,0.00119108379106856,0.0055213193037929,2.47737364839167,0.00933820504471807,0.0017637475514806,0.0255492845733981,0.0351004879829271,0.0131877428132537,0.0308608624725583,0,0.00471630621558397,0.00713141369321348,4.15843800165083e-05,4.52864642954844e-05,4.57703028723213e-05,3.94907806631584e-05,0.000285005576777524
"Acanthemblemaria_paula",0.00152329501860197,0.00184884127654639,0.0067827292372755,2.55880708085025,0.0162641295940462,0.00289232268728994,0.0410603918702673,0.0532970992512155,0.029419923660367,0.0505700924449798,0,0.00409433140251096,0.0175191354745958,0,0,0,0,0.0028023630653457
"Acanthemblemaria_rivasi",0.000948617515039617,0.00126575006590941,0.0057018793351068,2.47757230092372,0.00934351808845398,0.0017673889385665,0.0255634748727751,0.035122366401099,0.0132109368627783,0.030875437100284,0,0.00471178967579457,0.00714579965011935,4.66946140466593e-05,4.80283505769886e-05,4.74313836907218e-05,4.27059822367151e-05,0.000357558063119099
"Acanthemblemaria_spinosa",0.00116909150411505,0.00146388004158734,0.0061004048921173,2.42614895584362,0.00641382596985912,0.00142187983740377,0.0163508953410703,0.0234986697829623,0.0129760088806966,0.0194081512193052,0,0.00422995990368514,0.0071114282114733,0,0,0,0,0
"Acanthemblemaria_stephensi",0.000459653174639297,0.00110458007216942,0.00486636540472083,2.47652317711959,0.00931753449106358,0.0017483512804618,0.0254907198022237,0.0350087849875994,0.013090534112018,0.030801797295257,0,0.00473876680953528,0.007071551427618,2.76813970677596e-05,4.18985706049635e-05,5.04589491826976e-05,3.05470695490244e-05,0.000236848200983671
"Acanthistius_brasilianus",0.000392559884098678,0.00129903041319713,0.00179094959902491,1.90836918831285,0.0125349505019919,0.00153112234398519,0.0236160248680506,0.0224965555706372,0.0144854947489516,0.0287654772554301,0,0.00332549116441345,0.00620238312112003,0.000306885317529718,0.000303524915092602,0.000308107887915867,0.000299776071013791,0
"Acanthistius_cinctus",0.000533765653373955,0.00170974143716017,0.00239768948290016,1.90921102212232,0.010099405219584,0.00179963129440047,0.0218890920981803,0.0225855173818427,0.0135015711019174,0.0253041615319731,0,0.00313948154756496,0.0059303694548811,0.000342659145171456,0.000343291907352748,0.000309574364612443,0.0002533972856844,0.000396045064832358
"Acanthistius_fuscus",0.00150925094204217,0.00143348635754486,0.00548411630178075,1.88588239959445,0.0121919732388798,0.0024216199297713,0.0289593451467921,0.0316910244786205,0.015081563393949,0.0332081042743946,0,0.0031310340274562,0.0104410214591326,0.0003273518283754,0.000329846638384388,0.000297899423702465,0.000244617043067865,0.000424179788281112
"Acanthistius_joanae",0.000623104639316181,0.00121843645245083,0.00443626224139931,1.88185335189105,0.0119793506277903,0.00242869544684617,0.0284168415710765,0.031067538609331,0.0154447716119755,0.0325190320387591,0,0.00303291918492327,0.0106815909338032,0.000271879702968264,0.000289742091473913,0.000251531558910172,0.000209529570541348,0
"Acanthistius_ocellatus",0.000462459629897014,0.00157810513681246,0.00220066179455526,1.91715800433714,0.0100777994333459,0.00185907477282892,0.0223113768950412,0.0234278237797321,0.0129315267069607,0.0256660377300309,0,0.00305405530891195,0.00629799091534338,0,0,0,0,0
"Acanthistius_pardalotus",0.00043046268988324,0.00150616568497821,0.00209371426587021,1.90842112587283,0.0100760839836642,0.00180512371512458,0.0218385004398106,0.0225297363292988,0.0134839229238102,0.0252285654437218,0,0.00311813917240934,0.00595305875087619,0.000333279554756703,0.000336374800560412,0.000300982217365429,0.000246374688077925,0.000308491973457864
"Acanthistius_patachonicus",0.00144058358520353,0.00227973119663152,0.00187780767734986,1.94897195389216,0.00752578429653124,0.00119404867531185,0.0131037689525347,0.0124810175876744,0.00937834723699346,0.0160742696423908,0,0.00315153463896943,0.00646479041004637,0.000327619195235425,0.00033762056458509,0.0002935606087576,0.000240153447750016,0.000181053251852642
"Acanthistius_paxtoni",0.000439247885101767,0.00152746314995182,0.00212530937773991,1.90827074910926,0.00990648376964173,0.00190655250826177,0.0223114380841196,0.0234904013129947,0.0132127560504397,0.0254474729992655,0,0.0030754423994838,0.00591758409534806,0.000352393190226812,0.000362815307136658,0.000309265538594047,0.000233365644320236,0
"Acanthistius_pictus",0.000926626649138904,0.00230428813283657,0.00329482930231315,1.91127850795026,0.0101622532295572,0.00178578742118831,0.0220240007572326,0.022735523892578,0.013551408368479,0.0255053126754704,0,0.00319920512174253,0.00587475087523943,0.000367444241254666,0.000361922316957363,0.000332773599985726,0.000271880729078406,0.000718513455824051
"Acanthistius_sebastoides",0.00136111057272622,0.00220666060389056,0.00176593503116874,1.94842117403678,0.00761426154209849,0.00131235279789934,0.0141855292469646,0.0140030946695015,0.00905009729861871,0.0168538871752318,0,0.00309008102992581,0.0065040479708728,0.000343427378004994,0.000363510307390988,0.000298723173296975,0.000221762681888549,0
"Acanthistius_serratus",0.000531296356391599,0.00170552484610803,0.00239136297688161,1.90923873531439,0.0101620972907055,0.00178247770472879,0.0218560742519187,0.0224611997222406,0.0135563167009247,0.025334156895425,0,0.00315008234238725,0.00594447211263796,0.000339772869352619,0.000339343090724968,0.000308745746121782,0.00025603536344852,0
"Acanthocepola_abbreviata",0.0009858758047401,0.0013745515210253,0.00544752302725399,3.17374197026784,0.00473941491662789,0.000814391283195142,0.00994283512149689,0.010620364800784,0.00413091599824344,0.0113815573551634,0,0.0155092355952673,0.00262919756265322,0.000143141278469051,0.000162147555778567,0.00012489581959309,5.27453529946608e-05,0
"Acanthocepola_indica",0.00111739469801305,0.00134736406857981,0.00542496217194006,3.17443887009448,0.00268906428802042,0.000903928018800467,0.00685070575831173,0.00810057221840715,0.00416440516353818,0.00768116796769474,0,0.0154805310761015,0.00261890636863934,7.43523196012623e-05,8.40410906608092e-05,6.98873571067759e-05,2.79192074928505e-05,0.000118255276914791
"Acanthocepola_krusensternii",0.000598678555735462,0.00186764895465994,0.00542500257435946,3.13890341063528,0.00354598158696021,0.00144407270344992,0.00623133903849885,0.00666957380215289,0.00439558894578829,0.00826281723677355,0,0.0154711000097298,0.00262441887693457,5.81368013841729e-05,6.54514652225598e-05,5.66478749212502e-05,3.23880689457585e-05,0
"Acanthocepola_limbata",0.000706222497299095,0.00194323919338048,0.00544064981760118,3.13857346438467,0.00434929723120777,0.0013716066796228,0.00727722813095397,0.00676879594076521,0.00456746188866483,0.00938681291179046,0,0.0154893892875168,0.00273810611221703,8.8092551177365e-05,9.91928440233684e-05,7.75929534828864e-05,3.13007317714944e-05,0
"Acanthochaenus_luetkenii",0.00808661804921467,0.0150567922485105,0.0120697740472549,1.83466109079842,0.0222510899072057,0.00276743553044998,0.0256721616781772,0,0,0.0291873581368953,0,0.00708643519059416,0.00135278962960656,0,0,0,0,0
"Acanthochromis_polyacanthus",0.00435911045109353,0.020264079362053,0.0206325019922025,2.23015194354266,2.98426443813234e-06,0.00645708277579203,0.00724806146636807,0,0,0,0,0.00739608797161334,0.00315960208475224,0,0,0,0,0
"Acanthoclinus_fuscus",0.00131751441631893,0.00405688804850518,0.0121079733218291,1.57456622403999,0.00850298089933072,0.000864476355991574,0.0124913466252552,0.0110583760022832,0.00558943876067299,0.0166364003190916,0,0.00106757145251841,0.00503989797957379,0.0014415632344158,0.00172269545461708,0.00192515686124642,0.000793399298643647,0
