"","habitatbenthopelagic","habitatdemersal","habitatpelagic","c_m","tm","Lm","tmax","K","Woo","M","TLDiet","Loo","fecundity","Min_caudalpeduncle_depth","Lower_jaw_length","Max_body_depth","Max_body_width","Temperature"
"Abudefduf_notatus",42137.7756930538,-40099.8768981942,-27492.6904297445,-74214.6709207045,-9328.79070226203,5332.93946178318,429.274156134692,12582.2173339177,-31614.0077421256,-2971.81176547651,-23676.9038212395,-14328.9266323995,-39297.9530647907,10778.3388633612,-17202.5054556012,4998.54782766889,-8104.25296144372,36426
"Abudefduf_saxatilis",46600.6871273952,-48626.4131673195,-1303.52164291441,-52851.2413887405,-10019.069345419,365.890227267208,10259.9711357575,3527.45912639016,39662.7544725794,-13471.9022347864,10927.7994789219,6324.662383785,30573.8196668127,8042.33630460019,-10274.7874261292,6722.20194529768,-2800.19860675782,18212.9556108072
"Abudefduf_septemfasciatus",46563.4599845364,-48725.1142943931,-1153.11478285997,-51989.5072252139,-8612.27811001279,742.270191720629,6384.48023343785,8762.09390499571,20693.7942429846,-8656.75065394276,-2914.08138954172,583.20122390814,19215.3649361252,9482.72888660736,-10426.0505576291,5869.61990026415,-1496.15863073111,41250.459528187
"Abudefduf_sexfasciatus",46543.9245895053,-48775.9487314084,-1071.32976796035,-45041.7305401979,-8696.05009525243,755.803884258402,6461.73844528451,8786.45831090029,16889.8569124801,-8752.81365669408,-10017.15,-245.260959997026,16937.6002626754,8153.37977096278,-6787.43187048567,6251.97734630391,-3821.2878473385,3642.59999999999
"Abudefduf_sordidus",46559.6607805784,-48735.5845818055,-1138.93754848561,-53908.9108545179,-8543.29492410675,775.621212885373,6130.92738907206,9157.84816295663,18222.7552945684,-8341.7357219665,-4371.11791568752,-215.116432387033,17735.7268124718,8572.47372133037,-12242.9186268827,6532.92854633234,-2296.72867259262,36968.4603966935
"Abudefduf_sparoides",46560.3982602853,-48732.6001394734,-1138.87470868632,-40352.134926985,-9636.65704571474,504.101240801154,9053.29412516351,5285.69917271215,29034.3695547806,-11972.7591343325,-3460.47052107812,3625.80633034463,24209.6296529392,6755.45252188343,-4019.67622646224,4838.33459119096,-2484.78540656097,-21855.6000000001
"Abudefduf_taurus",65090.6377368484,6678.04495310045,-80045.4792417935,-212526.282346216,-6579.52514158235,547.065950654598,3831.287195751,7161.08317329084,-84381.3186085111,-2237.10464889337,-42982.68,-39977.0169311104,30006.2625790087,19110.2182563449,-46806.7542929729,16335.2962022583,10522.108768456,-7285.19999999997
"Abudefduf_troschelii",89267.4515942078,-92496.7812299728,-15927.0566573959,-102682.941641394,-16867.8815974422,243.583395129953,28409.1549363781,-10133.6001970308,48207.3216594836,-29159.7027430208,-3460.47191061964,11119.4480575264,18470.3787346178,1568.06325959872,-9972.02729522537,12527.0643953643,-5867.5923368727,23875.415154011
"Abudefduf_vaigiensis",-143.776975203757,-408.415956777009,613.528218058571,-654.771093651155,-1834.51168416839,904.512004189883,-892.307601380734,6178.54298438649,3850.97456029621,1098.96585068618,-8195.85,699.306383836335,2305.76245252522,402.677682228154,-3227.84518865687,303.692833319509,1224.76906703639,56460.3
"Abudefduf_whitleyi",-21.7201538356291,-74.6673156369817,102.628508711676,3296.40767990237,-31.3047432329081,60.6187640128963,-202.416840655466,498.275705115718,-7371.01905367169,241.628409933669,-8013.72,-2068.19773435248,-4413.87620431746,426.093718279155,598.351627124248,-514.280482598701,104.758440700884,-45532.5
"Abyssoberyx_levisquamosus",-99819.1087001567,36131.028837327,113794.219015572,113092.658262352,5695.26760343867,-2158.33857356114,4842.84635667539,-15381.281299431,5305.94551608932,-3561.5305301697,12749.1020843125,8081.5708377322,20390.5771859971,-9921.47950583258,20869.9599579761,-7724.14251041712,1238.24197301048,-385028.257052035
"Abalistes_filamentosus",-72833.0320076084,45263.987849258,83635.2630501939,75113.1228099509,2221.21662570737,-2213.99577690621,1369.39349391293,-15935.54442761,50351.512020331,5024.83016186042,11656.3219106198,19284.6336291036,59716.0429478569,-17546.5983507994,-4669.04756592363,-1807.11979083442,122.107369012537,-74673.3
"Abalistes_stellatus",-72821.5920496651,64804.9410133259,52022.1399894937,74687.1899458797,2383.37085097518,-2257.47271148475,1293.30956555408,-16143.8497686985,57849.2260048663,5119.35187933557,16938.0893052292,21560.8055266652,64205.6083111343,-22672.4089353718,-4213.56342490385,-2786.08579771632,-1122.37613404345,-16391.7
"Abantennarius_analis",-42137.5949427199,40078.0077240892,27506.8710827588,73737.8747526823,10258.3694380454,-5147.55124873907,-2722.61089386856,-9734.62447312912,27040.1649884803,5806.72193408884,23312.6394789219,12763.7005059371,36553.5364778861,-8784.091238741,16722.3401145335,-4468.14010035185,7025.92414908772,24885.1234860671
"Abantennarius_bermudensis",-42136.6872155384,40080.0374834403,27503.8220709757,73164.7443801401,9452.28854495767,-5297.62922287845,-781.825537882066,-12121.3481535627,30244.1528713159,3395.27652939464,23676.9003473855,13831.8316426333,38472.0557817376,-9792.0893905044,16449.0482430464,-4515.68168671351,7575.57221094036,-29140.8
"Abantennarius_coccineus",-42127.8523835192,40103.7477808882,27463.6872785254,65884.4673839901,9859.13371516476,-5213.71292286267,-1796.31119450489,-10840.0669454726,28537.3816550225,4655.87032326588,26955.24,12969.288483235,37450.0602976301,-8528.11818817768,11381.9237291349,-4200.70931120935,8211.24301474512,7558.990572498
"Abantennarius_dorehensis",-42128.902435753,40101.6221246367,27466.6228730938,73529.7565914263,10786.4297948709,-5085.11651122575,-3840.76524725902,-8506.46586460006,29124.497132572,7196.17824668147,27137.37,13273.3500730876,37801.6200080489,-8823.5102836206,16963.2160946895,-4434.04181163146,7051.47876819324,83779.8
"Abantennarius_drombus",-42128.0769535685,40103.8956856974,27462.717376878,73695.2906775021,9441.85109163849,-5334.66968440831,-606.90112514309,-12480.1240763792,34363.0516475364,3178.03694873948,27683.7639949321,15036.0386866553,40938.4200338738,-8901.87111108431,17071.3935782489,-4453.2048337011,7045.39828387933,-8979.28620646678
"Abantennarius_duescus",-59941.2127408066,60023.0650961183,27625.4508366783,73194.7000001391,10229.3651163304,-5061.96030109395,-3040.93119095803,-8970.54076518412,16394.8202660515,6202.17266235544,12020.5819106196,9713.60003809017,30179.1924788124,-10526.4598377097,16334.6973260635,-5058.92726408266,8044.02441198765,-32783.4
"Abantennarius_nummifer",-42184.3025510867,39964.8707545013,27686.7981509371,77807.3194423917,11360.8950327522,-4820.76026584079,-5895.91542146134,-5333.6360721356,8060.03770143073,9749.79798318953,6920.94000000001,7196.77988383509,25169.4909292005,-8318.56391085382,18298.7399445813,-4842.24793128842,6730.05679914918,16391.7
"Abantennarius_rosaceus",-42160.5256220428,40019.85515869,27602.0695724237,77105.4895318166,10069.0178632263,-5121.66112794571,-2527.62834187437,-9723.80403421172,20289.7357940139,5564.48333036741,14570.3989578438,10961.3312042915,32511.4393299634,-9645.55845887552,18009.7295441532,-4028.48545360458,5391.29440388985,-32783.4
"Abantennarius_sanguineus",-42135.0200647572,40084.5737618171,27496.0856251169,70336.5726343986,9382.86708023882,-5297.81703606757,-669.03937922396,-12207.7588418455,29403.8391225756,3255.19017817291,24223.2938212395,13474.3587495153,37968.8850003454,-8400.34804351096,14590.3742049372,-4407.21136827316,7725.72673844718,-36426
"Ablabys_binotatus",-46555.7866100271,48726.6916184913,1118.85775653201,54125.2040607341,8377.96452554593,-819.201696548534,-5681.66990816736,-9783.04190183497,-15796.6580569037,7770.16815301621,6192.42052107812,945.50710345176,-16283.3356004442,-8612.36344986767,12379.0488309852,-6523.7194343401,2306.01406243515,-38247.7232709214
"Ablabys_gymnothorax",-46563.5087572531,48707.4036653639,1151.20421669526,46234.2704390479,9200.63181245328,-596.494795828297,-7959.20435030023,-6697.04972779203,-26257.1324198977,10600.0945034913,2549.82138954172,-2553.69538986418,-22546.9727246183,-7407.87353158676,6509.12558931052,-6033.02660070438,2885.08418995036,-10288.8382345462
"Ablabys_macracanthus",-46517.1789166984,48821.886176207,965.050050270153,50658.9619361101,8064.19196454118,-982.759709973075,-4477.43545762029,-11695.1497882929,-1893.94736666557,6273.76593770666,20216.43,4910.10101383205,-7958.52051412131,-8381.12785136257,11074.0871724023,-5590.17753110749,1211.44127349219,12749.1
"Ablabys_pauciporus",-46561.7546727728,48711.4313817887,1146.09647170073,48012.9292394694,9275.67296779225,-595.369574671983,-8084.9955353258,-6595.08303175901,-25229.2489308688,10756.3779260327,3096.20791568752,-2207.22080088485,-21931.486396839,-8078.14788905592,6956.57440159257,-7358.44217717676,4711.89604725235,-542.950149353565
"Ablabys_taenianotus",-46414.0144099808,49075.7421054307,557.942039713646,41297.9863181566,11898.8120191843,-1327.68457185921,-9187.51639072532,-10245.3917820013,-34187.7990005385,12126.2468561137,11838.4505210781,-4793.61866221944,-27295.7853845618,-8200.39454253299,6874.99035541785,-5551.30617944731,2819.03773484007,-1821.29999999996
"Ablennes_hians",-65110.104640906,-6810.5834476091,80166.5419047099,213513.083767622,7735.80384292508,-281.865395781348,-6784.98786079798,-3339.48220243333,70924.5296974688,5921.97831801893,33876.18,35853.2457746465,-38064.2525830991,-19367.4363647994,45352.9588844403,-17103.8553004493,-8202.41238502406,30962.1
"Aboma_etheostoma",10567.0763763363,56377.7643760647,-97905.6226815813,-6773.94176326025,10474.3329263192,1723.29344155082,-31320.6982621654,22871.1096050645,-44151.8623837785,30305.3571180722,-4371.12017369283,-16221.749387891,-33262.9453008372,7270.96000360795,-7581.75742478255,-3201.73572954937,1703.1999747565,344761.148634236
"Abyssobrotula_galatheae",0.216541957996935,-4.06319190320298,2.9257250945108,718.278296745939,7.69967673011506,0.95911416767438,-21.4639460090013,27.33044525011,-15.0251590182204,25.6054966790418,0,-0.879061923691881,-9.59886907731753,-0.355904777836845,0.404659940627936,-0.441759124682361,-0.216370718518425,0
"Acanthaluteres_brownii",-0.0321161300896231,-1.07796104157289,0.215271099083187,214.589250141025,-38.2407228610541,1.13078227929,24.9285962146061,-6.00488625121758,-0.492681781196751,-53.567509690436,0,-0.963859602729062,-1.77260557066748,0.00906749301018173,-0.018542100948638,0.0496489658051645,0.0482693137601665,0
"Acanthaluteres_spilomelanurus",-0.234308815936461,2.98812397984529,0.0271736025625371,73.1618081619925,-40.3798876287381,0.781591971490423,29.7705471510799,-11.6253731304907,3.5745431703296,-59.5622364594738,0,-0.602303862606635,0.665027393296759,0,0,0,0,0
"Acanthaluteres_vittiger",0.401043295726111,-1.2767826151169,1.96298879145229,72.4296124498705,-44.4367513091944,0.301644512465972,38.803958488785,-22.5201846673823,4.62349267761826,-71.0648821889114,0,-1.29728918955284,1.27617876422472,0,0,0,0,0
"Acanthanectes_hystrix",-0.173141937693653,2.64343492700056,-6.99768812477172,-284.694497697928,-7.47168089035637,-1.20453676747708,15.9444134625473,-9.01146591527247,2.32524334991613,-14.9133997686406,0,7.70561689968556,-0.282717321329216,-2.51557425957247,2.35353432684646,-2.89763513124202,-1.99574609563852,0
"Acanthanectes_rufus",-0.0333783710539681,-1.00296723895309,-7.00182466238574,-126.040457028685,-2.45300717089768,-0.363130531879688,4.19746341410057,5.0551363657549,-3.41807976912779,-0.349705081496077,0,7.80872951071857,-3.72207245790079,-2.51788356649087,2.36559022559125,-2.8949960861267,-1.99612085913648,0
"Acanthaphritis_barbata",-0.332540271818155,3.49288364561872,-2.25143338773752,-801.15636342807,-16.1187596731869,0.435266073714987,24.9093497267988,-19.3647506849172,14.1733428209329,-32.1300934189153,0,0.26557607216208,3.31218950182057,0.487435240837929,-0.380126232396897,0.419449277042421,0.192862036665513,0
"Acanthaphritis_grandisquamis",-0.336178043506509,3.51698285593294,-2.26011803086674,-799.441104989887,-16.3598355101147,0.266417220651658,26.2802766726518,-21.5086821424473,13.8460562961257,-33.6626457971182,0,0.0563372280855647,3.11862669533396,0.473217672710672,-0.358938613658429,0.410233758430688,0.207739111547675,0
"Acanthaphritis_ozawai",-0.344235772824709,3.57075427802851,-2.27957900592068,-799.344187948942,-16.3942162400407,0.23658766306572,26.5058574192511,-21.8659077703969,13.7598557312549,-33.9104097039861,0,0.00510526578707049,3.06757145226528,0.473343901299291,-0.358310113022053,0.411939501058631,0.212495240016417,0.83958041561473
"Acanthaphritis_unoorum",-0.335256894798067,3.51078875354477,-2.25787187137595,-799.103993193988,-16.389246460428,0.23992541598512,26.4864842619554,-21.8413423246985,13.7462252881263,-33.8899544678323,0,0.00639756337225972,3.05923159658171,0.470934651659377,-0.355369079103777,0.408181327612138,0.209960577057899,0.837369275961585
"Acanthemblemaria_aspera",0.195035817042882,-2.50349533629136,-2.20410659842095,-30.2375400878626,6.99813429153205,1.26598747230308,-26.2229590222498,38.8256770635584,-14.4315801466722,31.2072215030931,0,4.86505712763286,-7.42827142911146,0,0,0,0,0
"Acanthemblemaria_atrata",-0.0498484084714787,2.04693547020719,-2.47235010984494,-189.0972701945,4.22474910779148,0.715602404241415,-19.4147187800244,30.5665637777881,-9.0297705862361,22.8835829554697,0,5.34230299476611,-4.18874180438359,-0.0305421526317924,0.0130201344664393,-0.0338800018068008,-0.0301867182013548,0.155262559668245
"Acanthemblemaria_balanorum",-0.00846974841540038,-1.12134159730507,-2.79320245463813,-27.090440034101,9.31073644583738,1.50106892996729,-31.0068192195855,44.3006944577385,-14.8890812817976,37.3469638067823,0,5.38136255602238,-7.69449732448136,-0.00359705489694884,-0.00931436943274466,0.0181182957432231,0.00804622330019589,0
"Acanthemblemaria_betinensis",0.00673428423280198,-1.22443478563351,-2.74930810828326,-26.8734996039479,9.35255725614525,1.5298509482779,-31.2265100721585,44.6331779322449,-14.8727584360208,37.5904496150957,0,5.41096415989216,-7.68537647602709,-0.00617628544949067,-0.00667104780672112,0.012336743577842,0.00133887758727735,0.0348755706204216
"Acanthemblemaria_castroi",-0.0289141901608119,-0.98280929840994,-2.85216740391665,-26.4356645905944,9.13033268516952,1.37501570232722,-30.0011790148128,42.7411476325417,-15.0871350242974,36.2255396561483,0,5.23177326880628,-7.81098860700512,-0.00803035540259533,-0.00121626741525138,0.0202956644086525,0.0243032776603095,0
"Acanthemblemaria_chaplini",-0.0943730333353238,2.34453948851861,-2.61108501931901,-190.745376755707,4.22036289325922,0.714366031071354,-19.4502604004678,30.6587005935132,-8.90107972980686,22.9301054069279,0,5.36142041508029,-4.11087345615336,-0.0142861893714463,-0.00728983285057483,-0.00987131319369017,-0.0164216353195954,0
"Acanthemblemaria_crockeri",-0.00708207334174138,-1.13080468992814,-2.78916057862628,-26.5144109913478,9.24115044246679,1.45228883443813,-30.6084835276061,43.6760659588288,-14.9895789289644,36.9013123769538,0,5.32006432260471,-7.75401559825295,-0.00849698270446364,-0.00220348204365384,0.0142947221359613,0.0116839423020361,0
"Acanthemblemaria_exilispinus",0.0165126203227317,-1.29060445201608,-2.7211332303931,-107.023342283429,9.19219264336821,1.50176265614178,-31.0117937211456,44.4671357501692,-10.8201536659306,37.2858947169111,0,6.05186307529789,-5.2577583418542,0,0,0,0,0
"Acanthemblemaria_greenfieldi",0.0621423505605816,-1.60024158656415,-2.58929211609593,-25.2038926300828,9.38703896566417,1.55316538965061,-31.3614135509083,44.804293997984,-14.9677318960829,37.7327561665769,0,5.42000410782432,-7.74349220472892,-0.0230407563651303,0.0139151161476481,-0.0139706403992402,-0.0164039037032961,0.0194083025974088
"Acanthemblemaria_hancocki",-0.0112450959461867,-1.10241548679387,-2.80128621515443,-28.2424981033662,9.44990845298096,1.59862912109639,-31.8034906044743,45.5499514566629,-14.6880859880382,38.2382666675959,0,5.50395902286582,-7.57546077721318,0.00620280067763979,-0.0235361441502648,0.0257654429537026,0.00077078529651553,0
"Acanthemblemaria_harpeza",-0.0938677326723933,2.34115040477737,-2.60950337209918,-190.519901262632,4.19544564036101,0.695660909253048,-19.299676119428,30.4205981230313,-8.94872607018191,22.7623369610319,0,5.33455955838584,-4.13914467017743,-0.0160872143378072,-0.00462415074132361,-0.0113308254149743,-0.0149786050922522,0.16851133133785
"Acanthemblemaria_hastingsi",-0.187934714851313,2.96980039096651,-2.90256943523557,-193.016709133573,4.05846475606976,0.60236806897534,-18.6389249287436,29.4613562633165,-8.86565164335128,22.0384516789652,0,5.25876490679781,-4.08641629772453,0.0101115896497035,-0.0354829238231242,0.0335938366590104,0.021650000614597,0
"Acanthemblemaria_johnsoni",0.244206277605084,-2.83530928067041,-2.06355788204139,-19.7179956718427,9.50033722838356,1.629770046628,-31.8046702363234,45.3665352812389,-15.2797889321187,38.2003380104206,0,5.4497067532578,-7.93444470234113,-0.0784524597204437,0.0815552143914173,-0.100408982570268,-0.0747014751496898,-0.0314126523281111
"Acanthemblemaria_macrospilus",-0.0109675613552764,-1.10430809336898,-2.8004778385803,-28.1272922972873,9.43599125224214,1.58887310198126,-31.7238234659312,45.4250257567042,-14.7081855173713,38.1491363814462,0,5.49169937618391,-7.58736443190279,0.00522281513393086,-0.0221139667056083,0.0250007282350811,0.00149832909931003,0
"Acanthemblemaria_mangognatha",-0.0415393912846274,1.99135440151168,-2.44642806255793,-188.423939272006,4.17477601070079,0.681612818556257,-19.1271983814551,30.1117859195918,-9.11185462870635,22.5600198750223,0,5.29975800473061,-4.23757306008678,-0.0367709633407223,0.0214563570756772,-0.040569781873218,-0.0299820699731101,0
"Acanthemblemaria_maria",0.0128075223832869,-1.26555756621128,-2.73181289797297,-27.3995957209762,9.44938865563467,1.59785411949771,-31.7734581573617,45.4854643623274,-14.7513262388171,38.2009972680145,0,5.49417290768169,-7.61371707362759,-0.00210372275031445,-0.0131459246505283,0.0136467648731181,-0.00602821161397726,0
"Acanthemblemaria_medusa",0.0938045870049795,-1.81500524951443,-2.49785671416761,-24.2498310231445,9.40674282729589,1.56648789784942,-31.4385012103768,44.9020745362527,-15.022002395071,37.8140741921066,0,5.42516977666934,-7.77670116045764,-0.0326775641767965,0.0256785986988632,-0.0290033800210259,-0.0265426013125174,0.0105698904320306
"Acanthemblemaria_paula",0.243134455358985,-2.82329784171207,-2.07056255091532,183.860330253006,16.2747033076896,2.85322818457507,-47.9767373152275,65.0539706776125,-28.0374368933794,58.2559505845642,0,4.93789647182316,-15.5745301657038,0,0,0,0,0.861651426873784
"Acanthemblemaria_rivasi",0.117551546874157,-1.97608642206624,-2.42928111655836,-23.5342830385537,9.42152076873118,1.57647978646748,-31.4963170599241,44.9754100651516,-15.0627053338782,37.8750628415891,0,5.42904402918675,-7.80160791587937,-0.0399051700891304,0.0345012107659504,-0.0402779347227052,-0.0341466245103341,0.0039410799977091
"Acanthemblemaria_spinosa",0.165859499691321,-2.30856945992753,-2.28588806965113,-151.881379978104,2.66840887273505,0.491230087980881,-15.9147820246034,26.3039595848007,-6.47338590264073,18.4237171676439,0,5.23484207993999,-2.66258527872741,0,0,0,0,0
"Acanthemblemaria_stephensi",-0.00909622023478285,-1.11706951166372,-2.79502740546114,-27.3505247435116,9.34270545842573,1.52318974016697,-31.187966626107,44.5842881346996,-14.8456234388502,37.549791044458,0,5.40838133950671,-7.66877215097303,-0.00135790462130503,-0.0125527607089344,0.0198530775691443,0.00640820224255445,0.0392947526002843
"Acanthistius_brasilianus",-0.107076637649395,-0.539660487794745,-1.29384357856193,-559.279313146841,0.810320226274047,1.2385562590656,-8.97316715694315,7.9035262147617,-12.3234367326769,5.5470911778759,0,-3.94889335706816,1.73271477568196,0.229479772551696,-0.178841900277151,0.325748059500447,0.313071152010719,0
"Acanthistius_cinctus",-0.189056430611294,0.0491388872063003,-1.50135187455487,-567.482801926667,1.49638008957588,1.72162739826469,-12.9874311513286,14.2519033224301,-11.135812246953,10.0486760748919,0,-3.31246905034822,2.43852218128871,0.302610267901156,-0.280024019556634,0.399773912082015,0.297579771542417,-0.15226810934514
"Acanthistius_fuscus",-0.269846178413153,-0.327978877286449,1.59793952677116,-642.262766705284,3.400106104227,2.14258691945667,-17.901827152054,20.521948388952,-12.1555675620723,16.1030954284053,0,-3.29007847899617,1.82709362915124,0.285127118588581,-0.25708974745043,0.373772121393067,0.280107374051805,-0.19111452989798
"Acanthistius_joanae",-0.0573435476653858,-1.91008815736894,2.02605235918992,-634.857468801801,3.4803112582923,2.19474867386252,-18.0987984913934,20.662524144416,-12.6494794359159,16.2880389967192,0,-3.31297735289685,1.52678200433802,0.210962989050147,-0.165496544135669,0.261345895883387,0.20995320882589,0
"Acanthistius_ocellatus",-0.165104461274784,-0.123400656016552,-1.44032385683207,-561.326912887016,1.42116109929226,1.83128684368801,-13.6190920948495,15.4960901545796,-10.0101799675598,10.655873616806,0,-2.86581928020054,3.11014197160201,0,0,0,0,0
"Acanthistius_pardalotus",-0.151261731914239,-0.222051411969967,-1.40580831423032,-566.292751014602,1.52081899078023,1.73824484239819,-13.0833277172567,14.3735584962518,-11.2033621899375,10.1497494965673,0,-3.30601604849363,2.39718350946252,0.290564530972682,-0.265320483461518,0.380983020303892,0.284906403913682,-0.163308989516722
"Acanthistius_patachonicus",-0.255740066455935,3.40083255608418,-1.32715087253635,-729.738703979113,-3.66601871702931,0.893227714056691,-1.06743637221872,0.0478788216393169,-5.23314178747116,-4.78152040254593,0,-3.38527508374494,5.97142753256074,0.28548567326133,-0.269204322227025,0.364826989271884,0.273653790304028,-0.0247790453989829
"Acanthistius_paxtoni",-0.15537326746625,-0.192379094694274,-1.41629488852748,-568.080352163568,1.73907085794092,1.89003643863284,-14.3249449307171,16.318618365126,-10.8995167030257,11.5395368892092,0,-3.1185303885683,2.5770792945653,0.305887248069325,-0.287506419777173,0.392887367866354,0.273633643305481,0
"Acanthistius_pictus",-0.287320899628798,0.754142399764999,-1.74987021794401,-570.576949708393,1.43283852845303,1.67842175811061,-12.7380984278203,13.9355977549084,-10.9601810956498,9.78588343014268,0,-3.32924696577786,2.54600352097125,0.333929386247092,-0.318253460630184,0.448630546071713,0.330530740056262,-0.123561631130521
"Acanthistius_sebastoides",-0.238290251646734,3.28313380805657,-1.28151005568989,-731.017598682848,-3.41066602638712,1.07174324196115,-2.50161177164084,2.27928839667071,-4.92798239339102,-3.18061248114082,0,-3.17021438682307,6.1513446563325,0.295203778786233,-0.284965131343954,0.36676545442945,0.253488823946719,0
"Acanthistius_serratus",-0.188310953238015,0.0437700088918036,-1.49945729158034,-567.159674123473,1.45943991019575,1.69461286188643,-12.7687817423149,13.9072589012642,-11.1997081057231,9.80469185306357,0,-3.34945294273639,2.40063229638095,0.299968112504138,-0.276142085725255,0.397663288321961,0.299637367763483,0
"Acanthocepola_abbreviata",0.190956331676714,-1.02193846640106,-4.43407800693677,-227.814304332711,2.13503737811982,-0.453844454072116,-8.32833536703152,11.0560004343205,-0.890157577504107,9.07307827424992,0,11.3119031764851,-0.769384981345445,0.0586276657544835,-0.0463913716216577,0.0434699385656509,-0.0025710972398012,0
"Acanthocepola_indica",0.226361090682928,-1.2597110194445,-4.32689487018863,-224.035892159507,1.81120407539471,-0.680605045333106,-6.44362599073988,8.07867197253084,-1.43411720109338,6.95915242812978,0,11.0170701116652,-1.09257637960472,0.0248410708157569,0.000392328297216249,0.00961866596404837,0.00516709339688204,-0.0913846379303536
"Acanthocepola_krusensternii",0.0857938190210595,2.48395001071115,-4.33902923782814,-383.296597387498,-3.34867784454038,-1.60378255103775,5.99452238938994,-7.03806355603585,4.20581432386404,-8.38554614419402,0,10.8184264270114,2.28603850994946,0.0222797876240752,-0.00407004685747991,0.00499878288291733,0.0135513920110969,0
"Acanthocepola_limbata",0.0595474621993285,2.65885435162695,-4.41487654866468,-385.460783373148,-3.18798600784304,-1.49079197499309,5.04802533192496,-5.53657813617408,4.50002033507653,-7.32291535246573,0,10.9692009077977,2.46107976471605,0.041856036576521,-0.0308148747537074,0.0259117510721646,0.0119836929775969,0
"Acanthochaenus_luetkenii",1.47765914094902,-18.5189722914245,4.59235977879292,-28.5531533862476,22.6097152613055,-2.57716167373516,-26.8077933339642,0,0,29.6576376810198,0,-0.125343171800693,-1.25626144089533,0,0,0,0,0
"Acanthochromis_polyacanthus",-0.508695432373829,-18.7366338104251,15.4331430675621,904.736548282078,0.0012951493721608,7.12791107425731,-7.66758071499726,0,0,0,0,-2.24881737056971,-0.178530546533313,0,0,0,0,0
