"","habitatbenthopelagic","habitatdemersal","habitatpelagic","c_m","tm","Lm","tmax","K","Woo","M","TLDiet","Loo","fecundity","Min_caudalpeduncle_depth","Lower_jaw_length","Max_body_depth","Max_body_width","Temperature"
"Abyssoberyx_levisquamosus",0.00418737602376195,0.00502868664622353,0.0124601587798333,1.80453522276408,0.0202447535744425,0.00485564218461364,0.0258628028028101,0.0139072601989052,0.0185350615939564,0.0293371563900928,0,0.00723032030784801,0.0469222833461687,0.000732311268328192,0.000697644410356672,0.000424072702242222,0.00025241767462394,0.00610717963674049
"Abalistes_filamentosus",0.00673557764364691,0.00148744788107893,0.0220909414153911,1.48706626816575,0.0270711425665487,0.00639165905557354,0.0168254111785348,0.0213032937920942,0.0300023079696869,0.0217002255114557,0,0.0100744351962886,0.0239559534430924,0.000476268145212833,0.000348037072362329,0.000210087359488494,0.000182171771606515,0
"Abalistes_stellatus",0.00710423130481243,0.00617607773762112,0.00393443390550505,1.58605937997267,0.0317174282964361,0.00741054078885241,0.0263179495735207,0.0297980084330047,0.0502353764402726,0.0356793238818162,0,0.018226958307763,0.0365879570795828,0,0,0,0,0
"Abantennarius_analis",0.00566206152276941,0.00374563864909899,0.0165507966556222,1.79630699701001,0.0308991438911662,0.00962952535791701,0.0435408311448818,0.0465732145089639,0.118641440602522,0.0524267288261697,0,0.0435674692192939,0.0226374674184854,0.0007247384451823,0.000447801109673825,0.000448901896446787,0.000415846977048936,0
"Abantennarius_bermudensis",0.00568363957123943,0.00378079703010991,0.016483199543207,1.79541566455126,0.0288318476562229,0.00904155695241898,0.0427014498081912,0.0467965260174909,0.118143866472913,0.0516717815640002,0,0.0433842103948732,0.0223104124002306,0.000518886120013079,0.000321879920652329,0.000316536857220722,0.00030210928738424,0
"Abantennarius_coccineus",0.00552874923129999,0.00363121069038072,0.0172349589757102,1.80057167311197,0.0283931532316975,0.00891904267587631,0.0424166744748938,0.0473049816241418,0.12006107867331,0.0514735559949546,0,0.0445149365170057,0.0232800457204017,0.000746384027704243,0.000474697950510216,0.000272451480755893,0.000256519417773076,0
"Abantennarius_dorehensis",0.00551069137890801,0.00365940738767524,0.0174395116480205,1.80194222994161,0.0292081344931919,0.00914889556139484,0.0427240685828941,0.0473065438342383,0.120682511714728,0.051764801181784,0,0.0448163257524078,0.023637510971351,0.000908516391816774,0.000566316687943284,0.000328842567869712,0.000306036663130171,0
"Abantennarius_drombus",0.00550386575696024,0.00368395881601687,0.0175520028896596,1.80219349620574,0.0270576299510423,0.00853551832610736,0.0419041004258177,0.0477121719803031,0.120662575562265,0.0510554549659143,0,0.0448902814168178,0.0239123535118871,0.0010653741281808,0.000590546083379691,0.000318533143816964,0.000255255117946894,0.0105236356623329
"Abantennarius_duescus",0.00232393684174074,0.00380989269589807,0.0156436185987326,1.79122265103753,0.0296102601697775,0.0100963892891659,0.0418123962833701,0.0473610852451677,0.113243147127568,0.0514869953282001,0,0.0408388131838438,0.0242626632407826,0.00277297334757743,0.00124909046825018,0.00104220531887587,0.000846518723807864,0
"Abantennarius_nummifer",0.00553823909504819,0.00361712208956488,0.0172601470120763,1.80067004604849,0.0287030683896307,0.00908474012108453,0.0417014566363202,0.0459955168636462,0.109338388831689,0.0504786540040237,0,0.0413135697563197,0,0.00076488775334234,0.000514755413323412,0.000277282779484749,0.000295350214721722,0
"Abantennarius_rosaceus",0.00588409829290969,0.00416742552473579,0.0160561783262071,1.79146698757299,0.0291866520124092,0.00914869770843649,0.0429607845406282,0.0464656319155677,0.116919724285967,0.0518746309436247,0,0.0425659436066965,0.022176849636898,0.00105549788935812,0.000492061581229453,0.000480084919915004,0.000420168048175917,0
"Abantennarius_sanguineus",0.00563906055470148,0.00371122901002427,0.0166300621640552,1.7963334147395,0.027564458159654,0.00867057588408508,0.0422042685930448,0.0471072427039042,0.118381041392997,0.0512580919924118,0,0.043594939200599,0.0223966927484893,0.000328017270350716,0.000270479324911102,0.000204367430835868,0.000206117969753041,0
"Ablabys_binotatus",0.00687321022005348,0.00606610107124333,0.0411691351358432,2.02055783106113,0.0380779142109622,0.0101440641516318,0.0474188602796866,0.0305264289831299,0.0781386248544073,0.0526283705315782,0,0.0250179355815667,0.0622657561803983,0.000783776597695921,0.00043302917714238,0.00051592309111042,0.000395047471630467,0.00164888746005584
"Ablabys_gymnothorax",0.00689356628476682,0.00607869169652589,0.0409067502074877,2.01989374380228,0.0384254110765096,0.0102403197065917,0.0477474418170967,0.0304876353554004,0.0780029626005278,0.0529581453132797,0,0.0248537285675002,0.0624836820520065,0.000962246635684338,0.000472423020733102,0.000562798819831543,0.000432847455228413,0.00308610590784945
"Ablabys_macracanthus",0.00686247536699418,0.00606435982529609,0.0413463019982902,2.02126513881722,0.0407677765530326,0.0108587026963077,0.0497853447275528,0.0309137772368339,0.078821566454154,0.0552481646654824,0,0.0252958652872344,0.0629719717400738,0.000971462126211588,0.000586021095428466,0.000644622410074428,0.000502957187811241,0
"Ablabys_pauciporus",0.00691889139105988,0.00610349415206626,0.0406484223603093,2.01923244145835,0.038775281937627,0.0103383468228449,0.0480793449813617,0.0304586611909215,0.0779024150163872,0.0532922869752228,0,0.0246993276205505,0.0627213744519137,0.00115353398759467,0.00052775025426249,0.000615126306395863,0.000474589214023954,0.00473112325559432
"Ablabys_taenianotus",0.00686794551567015,0.00606356705276274,0.0412640553058328,2.04340413084001,0.0419936859856681,0.0110247525494327,0.0535908016188413,0.0374800039199966,0.112593654091639,0.060868884221086,0,0.0369336393842041,0.078910696935271,0,0,0,0,0
"Ablennes_hians",0.0129674010859707,0.0478722475630207,0.0231206458213497,4.06627387678719,0.10870611715754,0.0127249644999404,0.0942923432897944,0,0,0.140337800251818,0,0.0255133060950614,0,0,0,0,0,0
"Aboma_etheostoma",0.00753775415020683,0.00445925839048671,0.0306927392484503,12.3670680989625,0.0240568240600654,0.0113561467257497,0.0348496922345374,0.0266158950812002,0.0821500625765297,0.0449635101468116,0,0.0281895896158387,0.0965166523591311,0.00183858140307481,0.00460540563332647,0.00103746483794265,0.00200982533434341,0.0222268759678352
"Abyssobrotula_galatheae",0.00403191228061849,0.00576809814029802,0.0227058068921736,2.35814361893557,0.0156142515257631,0.00487328939692458,0.0225143693944868,0.0313734844673069,0.0388235236920337,0.0278076545061633,0,0.0110522369130647,0.0287885699018948,0.00164480825677798,0.00120941797110468,0.00104880410108978,0.000724349981963797,0
"Acanthaluteres_brownii",0.00245435019695164,0.00219898334577657,0.0137550777744608,1.60887486201954,0.0483368199261202,0.00417412459456359,0.03139396118494,0.014199433735487,0.0210985909642249,0.0559624628700501,0,0.00673831456019661,0.0193817433976229,0.00111091902834472,0.000530237050317156,0.00047902180030117,0.000367259151678501,0
"Acanthaluteres_spilomelanurus",0.0046858104316966,0.00462208329827965,0.0140862531286248,1.58136299282253,0.0483245550389021,0.00439187134859133,0.0288554600319459,0.0170211170842918,0.0266455610827596,0.0555719658825895,0,0.00842575298510308,0.0284387317943425,0,0,0,0,0
"Acanthaluteres_vittiger",0.00451445424841693,0.00470442569341584,0.0128500426407577,1.67217455089395,0.050930856582415,0.00641158745967615,0.0420205134875683,0.0285691921174977,0.0493274414103298,0.0702152471756908,0,0.0163354836788586,0.0360729694339275,0,0,0,0,0
"Acanthanectes_hystrix",0.00382583050129024,0.00382899161984106,0.0167990732675636,2.31748059264474,0.0290258802926502,0.0157872258166038,0.031478557020188,0.017591608988181,0.0233808027524609,0.022679819210925,0,0.0160920145853487,0.0995257420897904,0.00332604663824491,0.00333630719446555,0.00240533282091836,0.00269323743229461,0
"Acanthanectes_rufus",0.00323874941909527,0.00291355608904398,0.0168027202616169,2.34216226358459,0.0296243411352722,0.0157768284193901,0.0281902886509111,0.0134039598439782,0.0216556358084806,0.0144516379564264,0,0.0162100024428113,0.0992633803998045,0.003351035921658,0.00335861231016379,0.00241131945755209,0.00271556665306696,0
"Acanthaphritis_barbata",0.00593676388499711,0.00619679184916134,0.0157962295852132,1.87183850272842,0.0314170790261351,0.00731529845541848,0.0312797417680468,0.0296695381298942,0.0335257816202755,0.039000322472588,0,0.00853613911400227,0.054960074563879,0.00533271208967237,0.00315863912411827,0.00305769254483755,0.00200418916692059,0
"Acanthaphritis_grandisquamis",0.00594090836631419,0.00620303452673393,0.0158021813064882,1.87198673898006,0.0262251899016643,0.00592606799178582,0.0290425744204807,0.0277394647271129,0.0286499844410076,0.0367710031874285,0,0.00674328526535392,0.0515080773833106,0.00476461628273398,0.00285097609670116,0.00275031981748879,0.00173099816613044,0
"Acanthaphritis_ozawai",0.00595001266686376,0.00621727717401633,0.0158153876906354,1.87210699152418,0.0253410067941757,0.0056770593315326,0.0287080192901314,0.027365401888391,0.0276872550974032,0.0364341830490238,0,0.00637325171101504,0.0507663117357492,0.00464036536300557,0.00278949549448215,0.00268847512747556,0.00167685692140825,0.00259797569878394
"Acanthaphritis_unoorum",0.00593990024581946,0.00620144085095055,0.0158007240987639,1.87199595169274,0.0253988405937423,0.00570324056925102,0.0287268883783197,0.0273934477056293,0.0278534049130865,0.0364511929863429,0,0.00644822121235405,0.0509237995184644,0.00467336961837758,0.00280279668529847,0.00270062058672628,0.00168557342741972,0.00246991616608913
"Acanthemblemaria_aspera",0.00344335013724676,0.00334350369753017,0.0162147904660095,2.39693963976366,0.0343696867288111,0.0161788653163498,0.0581378119397384,0.037603884056654,0.0561179035935738,0.0376013731266241,0,0.0243235610400367,0.0506851311443384,0,0,0,0,0
"Acanthemblemaria_atrata",0.00421646138511169,0.00407806331881849,0.0163774238999194,2.39843787893472,0.0296556344541462,0.015392910482583,0.0540331306961319,0.0354371636137169,0.0678446569039713,0.0284172528215259,0,0.0295708298233151,0.0450108142759557,0.000260207204000628,0.00022731490463432,0.000150381893448384,0.000223656818957857,0.00319416222790141
"Acanthemblemaria_balanorum",0.00312954312352287,0.0027847677690075,0.0166732016280122,2.43196896412796,0.0295919179486423,0.014709083778733,0.0569525271409608,0.0408751560586485,0.0641077578523117,0.0343912428338033,0,0.0287836796721005,0.0445394327679278,0.000854986234919704,0.000454428908398304,0.000313147172666613,0.000322590640449339,0
"Acanthemblemaria_betinensis",0.00314345478307094,0.00280536708889046,0.0166262259048915,2.43186805979274,0.0304137415549676,0.0149413840143686,0.0572652250598575,0.0410467301694574,0.0646512138290321,0.0350535580026455,0,0.028974077247018,0.0446630134951423,0.000732248344551994,0.000413787574970037,0.000265685892317204,0.000298478373887126,0.00220894991801163
"Acanthemblemaria_castroi",0.00311338987796585,0.00276341295172184,0.0167394303641485,2.43301315309705,0.0259668866878921,0.0136909048076399,0.0557973794213418,0.0404234987692298,0.0623505656543594,0.0316648196261154,0,0.0281938855810614,0.044181270862852,0.00125154723239415,0.000617858853813029,0.000527017458400307,0.000448679170011048,0
"Acanthemblemaria_chaplini",0.00427527293990394,0.00417497405722014,0.0164930585223419,2.39783109161132,0.029915482273763,0.0154080651621999,0.0540931409908427,0.0353848929157388,0.0672195790368267,0.0286527005848554,0,0.0293233359724162,0.0449505481087813,0.000462712819192922,0.000317536420308459,0.00019235714861796,0.00025848814271395,0
"Acanthemblemaria_crockeri",0.00313071463128114,0.0027865207550306,0.0166688364846852,2.43249208704515,0.0280989707596092,0.0143073473060651,0.0564512583758724,0.0406729624909189,0.0634929861557172,0.033220992342389,0,0.0285884091222489,0.0443626481985298,0.000957781220979745,0.000484994334305957,0.000376852931395418,0.000352280304546328,0
"Acanthemblemaria_exilispinus",0.0031532823177116,0.00282064782467566,0.0165951510941651,2.47387640495465,0.032039325889093,0.015267508961504,0.0601661677248448,0.0490699867827083,0.0780777002750997,0.0403788796715216,0,0.0321848107844974,0.0461814187869324,0,0,0,0,0
"Acanthemblemaria_greenfieldi",0.00320777569168003,0.00291254465491996,0.0164718609882906,2.43233996832116,0.0308343883108276,0.0151114195777207,0.0574305102690352,0.0411902386193507,0.0656534983846181,0.035364479816241,0,0.0293381821130037,0.0447954894043461,0.000444924895250808,0.000297132269648542,0.000186672472156858,0.000248311675910251,0.00195228815502613
"Acanthemblemaria_hancocki",0.00312724230447981,0.00278136163657406,0.0166819818847955,2.43092494027043,0.0327119486804107,0.0155258862035671,0.0581204151902723,0.0414209672007947,0.0654777999256922,0.0369953758286226,0,0.0292097524397721,0.0450146554711911,0.000724808031602519,0.000472565441273148,0.000264768895799462,0.000321785361232156,0
"Acanthemblemaria_harpeza",0.00427456198807,0.00417373842290362,0.0164916249834673,2.39803064594147,0.0293235897249071,0.0152457575276248,0.0539193836759644,0.03527081431838,0.0669692288626347,0.0281610027804087,0,0.0292494133277246,0.0448357863342207,0.000483698039299145,0.000308613945424072,0.000196642893508127,0.000254478578919054,0.00179219301769385
"Acanthemblemaria_hastingsi",0.00443030782980657,0.00444176794728545,0.0168010759835595,2.39767325038347,0.0271475004047921,0.0145171949613817,0.0532502622028958,0.0346242009961984,0.0646246670152369,0.0264395818114824,0,0.028395144618457,0.0443707844627302,0.00112388554665853,0.000558475563713319,0.000417645701227089,0.000387286797630409,0
"Acanthemblemaria_johnsoni",0.00355442382562793,0.00355393962943607,0.0161572253945883,2.43392433749087,0.0322689313946731,0.0156813949455019,0.0580339418744519,0.0417577326442506,0.0693937662407984,0.0364966884041534,0,0.0306254553163488,0.0456190418472599,0.000609521527636957,0.000295303778515623,0.000264947186291149,0.000249761166585161,0.00915697182797017
"Acanthemblemaria_macrospilus",0.00312746985196932,0.00278169624915143,0.0166811008631049,2.43102920925736,0.0323929733724891,0.0154434652186459,0.0579939771414977,0.041358049299842,0.0653326082107022,0.0367206833137142,0,0.0291650561386582,0.0449599364699112,0.000732045243617161,0.000466028365598692,0.000263251028364725,0.000318157885521968,0
"Acanthemblemaria_mangognatha",0.00420662094122344,0.00406229252791689,0.0163581402991769,2.39889076155327,0.0286037674815605,0.0151101449322791,0.0536936517199656,0.0351929982005594,0.0674069859704683,0.0274803298146347,0,0.0294527860734562,0.0448268951656258,0.000255896135159382,0.000195490401921139,0.000149899340871056,0.000208814849741818,0
"Acanthemblemaria_maria",0.00314950755980044,0.00281463184381619,0.0166080187866348,2.43124085239721,0.0325499906389203,0.0155089595372451,0.0580596940955391,0.041418097675408,0.065714398320854,0.0368303961070068,0,0.029308659026527,0.0450124218978948,0.000619757622210135,0.000422530451557744,0.000238696675462997,0.000301792317276804,0
"Acanthemblemaria_medusa",0.00325379051891036,0.00299485443181918,0.0163956862978641,2.43261178696335,0.031078225318611,0.0152093243599093,0.0575288391290005,0.041278427232053,0.0662559988968572,0.0355493799713091,0,0.0295522421205578,0.0448962477903845,0.000294311476319369,0.00024125697460261,0.000155452724398629,0.000227546653906436,0.00292041437140343
"Acanthemblemaria_paula",0.00355013757628778,0.00354660572159494,0.0161604109204681,2.53693564683991,0.0366562080814402,0.0160695871941898,0.0666003438636884,0.0538215774342719,0.0782270351798788,0.0556591714392747,0,0.0363599484552494,0.0510078543521943,0,0,0,0,0.0248761527936386
"Acanthemblemaria_rivasi",0.00329251270248606,0.00306574196297055,0.0163443947468044,2.43281668027869,0.0312627133030701,0.015283099122103,0.0576044268376352,0.0413474984182693,0.0667216369103024,0.0356914441814163,0,0.0297155792933808,0.0449836865944734,0.000205475136922866,0.00020953086004609,0.00014423887121411,0.000217098127596952,0.00382225327401165
"Acanthemblemaria_spinosa",0.0033835179732,0.00323252503188149,0.0162558361551416,2.37575831110009,0.0323893679365072,0.0161075315735444,0.0554463533224383,0.0347811571728674,0.0642447539600577,0.0302854672948476,0,0.0266955665946345,0.0480064934741294,0,0,0,0,0
"Acanthemblemaria_stephensi",0.00312901391863874,0.00278399676819996,0.0166751691424537,2.43173411283143,0.0302950132063146,0.0148931127788031,0.0572195971126158,0.0410082744750577,0.0643773808555761,0.0349677311361146,0,0.0288725606356955,0.0446354727438129,0.000816297914053125,0.000449438731234172,0.000291181739718816,0.000315113657965886,0.0027136889433734
"Acanthistius_brasilianus",0.00335599254262029,0.00327408980911364,0.00535577572436084,1.90764172944567,0.0246612976022928,0.00493744300234203,0.0241574379530893,0.030296585047074,0.0610091205882296,0.0294010518414297,0,0.0208747089082082,0.0502907261181251,0.00303193738369426,0.00192638343748382,0.00160170444269341,0.00144524589081144,0
"Acanthistius_cinctus",0.0033350299665867,0.00332297413353965,0.0058640623960362,1.90890137127128,0.0178743087131771,0.00362022375969624,0.0266978566304979,0.02827215325046,0.056799385443723,0.0304178491113615,0,0.0198065346670889,0.045123363528966,0.00182801655593363,0.000996203156514751,0.000727558003549608,0.000726697659466287,0.00606291842140198
"Acanthistius_fuscus",0.00391296234864413,0.00327867792750864,0.0188530525611779,1.88836697289593,0.0192668130423581,0.00422637261917289,0.0330303553224885,0.0361708790059486,0.0569890102867402,0.0377904194799503,0,0.0193641385223011,0.0450623852447057,0.00153657024425652,0.000888879682245238,0.000642204718345724,0.000656867081732729,0.0036523198234651
"Acanthistius_joanae",0.00356941047311059,0.00358280717326232,0.0192667263969939,1.8845065003646,0.01965468471244,0.00457463944838731,0.0331904746368813,0.0354940491969326,0.053895066961801,0.0377337707236476,0,0.0178015220139927,0.0428959967921354,0.000613984445521549,0.00069247221634382,0.000453975063051924,0.000470059243761698,0
"Acanthistius_ocellatus",0.00333644596554904,0.00329711577204577,0.00570508760719186,1.91815260427353,0.0200831367471463,0.00450559859089246,0.0312458161337102,0.0301763581656739,0.0607169967700728,0.0352995416882234,0,0.0211680213384048,0.0468079289573479,0,0,0,0,0
"Acanthistius_pardalotus",0.00333906747147853,0.00328620865467108,0.00561831559028611,1.90814494819624,0.0179690140416584,0.00369957893580463,0.0268698956257767,0.0281244137054039,0.0560846476659421,0.0305441924244024,0,0.0194905100591667,0.0445588059127284,0.0016188914546792,0.000919127108977779,0.000665661208281687,0.000675956635023546,0.00432827149260707
"Acanthistius_patachonicus",0.003881084157874,0.00432086295206605,0.00543448363651485,1.95128688514816,0.0159225030304489,0.00349556012381032,0.0181774422277644,0.0183928161246281,0.0531026162460248,0.0205738808751178,0,0.0192733228327012,0.0426389878854622,0.00145179155601651,0.000857478230920504,0.000618030226405707,0.00063548570504829,0.00295718787487949
"Acanthistius_paxtoni",0.00333825861670404,0.00328886532902084,0.0056441974673451,1.90813966827821,0.0197897680530269,0.00447956398606023,0.0301004983766887,0.0288312683536136,0.0556323372125641,0.0338115127410562,0,0.0193940859936633,0.0434646997256841,0.00126345028997327,0.000685077456604183,0.000442487719935749,0.000472849914170164,0
"Acanthistius_pictus",0.00337082630345674,0.00352308215545544,0.00657785202428688,1.91088146868038,0.0176820847448102,0.00344293913146905,0.0262929349403227,0.0287017486656052,0.0588363867358525,0.0301399091872877,0,0.0206665697861347,0.0466883601061606,0.00237730300785329,0.00121173179477647,0.000897424482216391,0.000862524520288715,0.0105810224354807
"Acanthistius_sebastoides",0.00384505817896609,0.00425479658328689,0.00533160140075519,1.95093767814111,0.0177439857621551,0.00462150877539126,0.0223476219454214,0.0198844662213435,0.0524760345900979,0.0247471774598412,0,0.0190132592570102,0.0412981684411985,0.000938812634790804,0.000555936307659544,0.00035804174765755,0.000382693685605739,0
"Acanthistius_serratus",0.00333499721447391,0.00332205096436087,0.0058590222401262,1.90890131131723,0.0177437085057203,0.00353088565813143,0.0261482063364751,0.0281335456133485,0.0568826255864742,0.0298618003551279,0,0.0198289176631721,0.0453776067392641,0.00189996161687325,0.00104306724386816,0.000774752719019417,0.000766404950521157,0
"Acanthocepola_abbreviata",0.00614779720812398,0.00466550285712492,0.0247820992643827,3.18681461025507,0.0219802129334841,0.0224638570361754,0.0244476816563464,0.0133033120186361,0.0213025489728942,0.0265034155077376,0,0.0201852891926955,0.0253564138424656,0.00115544395858114,0.00104767464060473,0.000578429259374574,0.000502092940657207,0
"Acanthocepola_indica",0.00616288643304334,0.00468064222933257,0.0246425680374325,3.18855977817674,0.0130376735643651,0.0206047017170149,0.0168449061141718,0.00924217800344256,0.0132723308045898,0.0174691374149003,0,0.0196870221153101,0.0209307959107959,0.000577759664400141,0.000660810555939842,0.000217648936528682,0.000161203823009297,0.00185537748781747
"Acanthocepola_krusensternii",0.00327573372398763,0.0041461761152931,0.0246602891672018,3.15841032011877,0.00774830142882415,0.0201589611633011,0.00967785861186014,0.00695599829564349,0.0121988371257177,0.00971441001848601,0,0.0195151867458601,0.0201032156310699,0.000444368346240374,0.000558921994712713,0.000232795526829254,0.000102785678123339,0
"Acanthocepola_limbata",0.00333384986122988,0.00423274115520057,0.0247587980014059,3.15754615623017,0.0120172239901808,0.0210654424248719,0.0128990605233778,0.0084318363060126,0.0159398348527502,0.0135725815149197,0,0.0195951913150029,0.0220265489976938,0.000561640284733477,0.000677851194763972,0.000241039834384981,0.000170116975139498,0
"Acanthochaenus_luetkenii",0.011291553234608,0.0164526207695809,0.0142734923921261,1.83396886288587,0.0271079237702997,0.0063417957147974,0.028381530914137,0,0,0.0320197418793062,0,0.00908441141988509,0.0594119432598038,0,0,0,0,0
"Acanthochromis_polyacanthus",0.00885877600042493,0.0183167556311208,0.142184894777101,2.28324252206361,0.0483462203204487,0.0232811691386796,0.00838771829006654,0,0,0,0,0.017283219093968,0.19652810694176,0,0,0,0,0
"Acanthoclinus_fuscus",0.00553449020054001,0.00623241286349945,0.0183714974768155,1.55526991500168,0.0134891081191839,0.00507555471757278,0.0180122012774913,0.0174571963848777,0.0234619738686888,0.0227423114041188,0,0.00847349602838129,0.0435529258746151,0.00301736963644083,0.00219398270063557,0.00235352988159232,0.00119276592517926,0
"Acanthoclinus_littoreus",0.00660367036463802,0.0113231652859807,0.0293832909721861,1.57930573562286,0.00697998044455561,0.00483641382262313,0,0,0,0,0,0,0.0553500449624148,0.00315635536193741,0.00322111114832487,0.00329603215860985,0.00149212211772725,0.088214607191395
"Acanthoclinus_marilynae",0.00558100009026757,0.00630612096678764,0.0182816046627284,1.55456769152711,0.00857333880980473,0.005017766334737,0.0124701640210184,0.0161173102386058,0.0224135775226454,0.0164803553029578,0,0.00811601726298466,0.0437342384307887,0.00253807414861912,0.00194483757699091,0.00212574330137463,0.00103814924263714,0.031976360752007
