"","habitatbenthopelagic","habitatdemersal","habitatpelagic","c_m","tm","Lm","tmax","K","Woo","M","TLDiet","Loo","fecundity","Min_caudalpeduncle_depth","Lower_jaw_length","Max_body_depth","Max_body_width","Temperature"
"Abudefduf_notatus",42144.2071078435,-40093.6095733145,-27562.5654297867,-74300.4678268376,-9315.10764245416,5335.46998430285,428.328022897874,12570.0925495092,-31613.735104814,-2968.53457618859,-23676.9038212395,-14326.1702933475,-39382.8506868574,10778.3388633612,-17202.5054556012,4998.54782766889,-8104.25296144372,36426
"Abudefduf_saxatilis",46607.7829402322,-48620.2643590331,-1374.42020387821,-52937.0485599013,-10011.1843022619,368.125944763974,10266.9794867156,3513.81374332882,39664.0716627013,-13477.8061506193,10927.7994789219,6328.75635762914,30497.6391384324,8042.33630460019,-10274.7874261292,6722.20194529768,-2800.19860675782,18212.9556108072
"Abudefduf_septemfasciatus",46570.0632341976,-48718.8812064522,-1223.25092511096,-52069.7874992855,-8600.09767098535,744.504237208759,6386.71289986343,8746.96310718224,20706.945583375,-8657.28168961343,-2914.08138954172,590.628580775473,19139.9776098325,9482.72888660736,-10426.0505576291,5869.61990026415,-1496.15863073111,41250.459528187
"Abudefduf_sexfasciatus",46550.3263294076,-48769.6801497146,-1141.15491874277,-45126.925291502,-8684.72678388098,757.955524294739,6466.0529948057,8768.41050076038,16904.5827357919,-8756.04442922544,-10017.15,-237.507870678149,16862.0518388136,8153.37977096278,-6787.43187048567,6251.97734630391,-3821.2878473385,3642.59999999999
"Abudefduf_sordidus",46566.1902736815,-48729.3383631126,-1208.96014187602,-53986.2763811699,-8529.65356774601,778.075548825551,6130.14452580671,9145.70056407084,18230.1648495679,-8338.58319523443,-4371.11791568752,-209.759056960877,17655.779550182,8572.47372133037,-12242.9186268827,6532.92854633234,-2296.72867259262,36968.4603966935
"Abudefduf_sparoides",46566.9979387339,-48726.3675408916,-1209.00407698634,-40437.9186744398,-9628.50977630359,506.183814230345,9061.96203789136,5266.68719558143,29052.4590160449,-11981.0826228232,-3460.47052107812,3634.97995905437,24138.9395253825,6755.45252188343,-4019.67622646224,4838.33459119096,-2484.78540656097,-21855.6000000001
"Abudefduf_taurus",65096.7085749927,6684.36780529736,-80114.790048145,-212599.007904323,-6565.19637869519,549.48670575772,3830.90944283377,7145.5169241578,-84357.0779531035,-2234.76513290116,-42982.68,-39966.5342681797,29931.7622902386,19110.2182563449,-46806.7542929729,16335.2962022583,10522.108768456,-7285.19999999997
"Abudefduf_troschelii",89274.0053201489,-92490.537041666,-15997.1186623609,-102774.36065066,-16858.3300494222,246.033956844459,28414.0814590045,-10147.7008465059,48210.4674376683,-29163.3916884258,-3460.47191061964,11123.3450846842,18390.0580115097,1568.06325959872,-9972.02729522537,12527.0643953643,-5867.5923368727,23875.415154011
"Abudefduf_vaigiensis",-137.799072705875,-397.419418561958,540.111815260944,-775.711262158838,-1830.30973118868,909.949125012822,-886.720004736154,6178.54298438649,3850.97456029621,1094.47076602753,-8195.85,699.306383836335,2225.89067674663,402.677682228154,-3227.84518865687,303.692833319509,1224.76906703639,56460.3
"Abudefduf_whitleyi",-15.3475521798352,-68.3929813235494,32.8475861370232,3216.35031686387,-20.1783311203707,63.1552601834203,-199.598100828803,484.530613494275,-7361.50006680784,240.380076010197,-8013.72,-2062.29640504676,-4493.00838671181,426.093718279155,598.351627124248,-514.280482598701,104.758440700884,-45532.5
"Abyssoberyx_levisquamosus",-99821.6478047883,36128.1799718736,113806.611444519,113133.821505186,5693.50752815753,-2155.45486228475,4847.83374614522,-15384.2807995918,5308.54547673275,-3567.41462515186,12749.1020843125,8082.55959861055,20363.8273292611,-9921.42224146579,20870.0937461825,-7724.27507042872,1238.09227423316,-385028.285804638
"Abalistes_filamentosus",-72837.8915008968,45262.4996766202,83658.4589179981,75067.723300294,2221.35454072839,-2213.13193384608,1367.99754652798,-15939.4230601674,50362.1054643874,5026.33280596573,11656.3219106198,19288.5270763167,59719.7573713841,-17546.4852303013,-4669.03446441972,-1807.21362665722,122.079920500084,-74673.3
"Abalistes_stellatus",-72826.3235966983,64810.7197078932,52021.7534267593,74666.0999671233,2385.61745995528,-2257.02394770509,1290.09069252908,-16149.0856542731,57871.9369717493,5123.09149173565,16938.0893052292,21569.200701077,64218.1863214665,-22672.4089353718,-4213.56342490385,-2786.08579771632,-1122.37613404345,-16391.7
"Abantennarius_analis",-42133.3135762422,40073.979905064,27489.8610708224,73670.2482996346,10279.2173403839,-5145.97299529267,-2743.59099148882,-9731.06415024105,27005.6233702082,5833.85210888456,23312.6394789219,12750.176483122,36540.9138653653,-8783.89160126881,16722.2834444152,-4468.00633378146,7025.81540613301,24885.1234860671
"Abantennarius_bermudensis",-42132.4177105266,40076.0118340025,27486.8322319625,73097.5583097439,9471.74164482735,-5295.92504627142,-801.390075781577,-12117.1001110259,30209.5160255778,3420.77167395189,23676.9003473855,13818.2475150997,38459.6766486411,-9791.95655219837,16449.0426946242,-4515.60874738663,7575.47932681586,-29140.8
"Abantennarius_coccineus",-42123.4682928052,40099.700940073,27446.5029507396,65815.9601529277,9878.00591001958,-5212.11942850028,-1814.85796164288,-10836.4680601963,28502.1002082649,4680.18144254413,26955.24,12955.6836931802,37438.7692423193,-8528.56556080927,11382.1069718841,-4200.66491096576,8211.2567114848,7558.990572498
"Abantennarius_dorehensis",-42124.491663316,40097.5703603949,27449.3932346596,73460.8076859582,10805.8091161037,-5083.59932699275,-3859.74655280501,-8503.29210145501,29089.1371036119,7220.98969310476,27137.37,13259.7679538227,37790.4250685829,-8824.03674057222,16963.4120955169,-4433.9758955647,7051.50540789807,83779.8
"Abantennarius_drombus",-42123.6520987563,40099.8412867472,27445.4638819704,73626.5040083456,9459.60127216366,-5333.04589351135,-624.111017742685,-12476.403192702,34327.4855332432,3200.79829845016,27683.7639949321,15022.4032235157,40927.7646240406,-8902.60471082314,17071.6887375853,-4453.21056105055,7045.46654561516,-8980.08086013908
"Abantennarius_duescus",-59942.9221622245,60026.9651179483,27608.9810536805,73160.2442057913,10252.1331470536,-5059.87605731158,-3066.25804176075,-8962.21518527007,16361.3383625236,6234.57926155297,12020.5819106196,9700.10943537936,30163.353446257,-10524.7140312506,16334.1543512595,-5058.74735573618,8043.6335358661,-32783.4
"Abantennarius_nummifer",-42179.9083385118,39960.8569532733,27669.5569998228,77738.4966353946,11379.8779989632,-4819.30171076641,-5913.94731367589,-5331.59536770327,8030.51952569715,9773.42753551951,6920.94000000001,7184.901194187,25169.4909292005,-8319.05427973652,18298.9783690531,-4842.21054464806,6730.06121606618,16391.7
"Abantennarius_rosaceus",-42156.3446661576,40015.8458870893,27585.2300073539,77039.3271613982,10088.9071461913,-5119.87040781752,-2547.96611049988,-9719.04885536405,20255.5957002014,5590.87811731204,14570.3989578438,10947.7624995538,32498.2224125989,-9644.97832414316,18009.5787105433,-4028.39101766023,5391.11938588248,-32783.4
"Abantennarius_sanguineus",-42130.7253676248,40080.5434389238,27479.0530543547,70269.274533376,9401.33736586637,-5296.06992074691,-687.486274108056,-12203.2888330984,29368.9653685624,3279.39202453126,24223.2938212395,13460.7334972391,37956.9543911329,-8400.41733111198,14590.4516959127,-4407.18218930301,7725.67309239527,-36426
"Ablabys_binotatus",-46550.2859588214,48719.3716914488,1109.72517094531,54132.6485639666,8389.27527944935,-819.669355413719,-5701.61002528871,-9780.0637054007,-15821.6664605624,7795.2222407717,6192.42052107812,935.737358279194,-16300.9584187508,-8612.13164516028,12378.7495121448,-6523.69620894372,2305.97077464428,-38246.6935814098
"Ablabys_gymnothorax",-46558.0334061446,48700.0883040708,1142.11782282747,46241.9848254538,9212.21446694215,-596.948102233737,-7979.52448736601,-6693.97849975059,-26281.9871861022,10625.5898711797,2549.82138954172,-2563.45707522824,-22564.879998079,-7407.49830593497,6508.7767156319,-6032.99078673494,2885.01425490071,-10287.6767852382
"Ablabys_macracanthus",-46511.6613451004,48814.563214394,955.886528918626,50665.8504987786,8077.11515301609,-983.381606024761,-4498.97935377919,-11693.0432844189,-1918.81132956509,6300.6691647772,20216.43,4900.4189407557,-7976.36785547561,-8380.83503905872,11073.7338808381,-5590.08369052973,1211.38229293051,12749.1
"Ablabys_pauciporus",-46556.3046213978,48704.1205862836,1137.05626898059,48020.9135100863,9287.52752415556,-595.808528550448,-8105.69569413118,-6591.91877168636,-25253.9500588809,10782.3145757368,3096.20791568752,-2216.97442640208,-21949.6781268067,-8077.62924177584,6956.17597283949,-7358.39377457424,4711.79946481686,-541.656939620625
"Ablabys_taenianotus",-46408.5048720017,49068.4220389818,548.791340185737,41303.3589556446,11914.1639209043,-1327.93886907765,-9214.34671851337,-10237.4737801462,-34224.8415717201,12159.6849485697,11838.4505210781,-4807.61431336445,-27321.8407386001,-8200.39454253299,6874.99035541785,-5551.30617944731,2819.03773484007,-1821.29999999996
"Ablennes_hians",-65105.9590498509,-6811.1101696602,80148.5950223843,213445.907070855,7709.72455536089,-276.111430237589,-6758.13049828767,-3339.48220243333,70924.5296974688,5884.51238266116,33876.18,35854.8478463975,-38064.2525830991,-19367.4363647994,45352.9588844403,-17103.8553004493,-8202.41238502406,30962.1
"Aboma_etheostoma",10564.8575141291,56380.1745814619,-97907.8453521763,-6680.96870370568,10479.0435480273,1724.93706309347,-31330.2840159528,22874.9360366464,-44194.3885947691,30316.5837353326,-4371.12017369283,-16234.48301014,-33317.9294459492,7270.44009306491,-7584.61535575862,-3201.07970346591,1701.96890939232,344758.805018652
"Abyssobrotula_galatheae",-3.08063548804435,-9.51743470297706,26.2633217455605,820.417823673815,-1.28070951124479,2.69591451596755,-8.06485638949213,25.2222585216007,-9.61864214278827,9.50914625888002,0,1.11932807650721,-19.2743893403333,-0.651576560386406,0.670187442442442,-0.833276374292533,-0.144998248899275,0
"Acanthaluteres_brownii",1.86329947301489,-3.43330817866083,-14.2207614498394,162.404054541742,-24.9232081188867,1.78166645845581,8.51045818158385,-1.605511402341,3.05867799870759,-31.3892845351375,0,-0.521885134656334,-4.4831258363219,-0.713662651241729,0.273080082194237,-0.10265187218964,0.180763104410937,0
"Acanthaluteres_spilomelanurus",-3.50414625949307,7.56504397139408,-14.4872946598532,49.4048755367074,-27.3844768661767,1.33305836611083,14.1392322231113,-8.11540890055147,11.5705766744768,-38.3152018686349,0,1.74950472612194,1.46427107042009,0,0,0,0,0
"Acanthaluteres_vittiger",-3.28431185452202,3.37605824805326,-11.7593890325845,62.7665044989869,-25.5724182014099,1.37646174605593,13.5060427384474,-13.1125555870639,12.3584643445814,-38.2835091672363,0,0.199135051472771,-5.04269732032065,0,0,0,0,0
"Acanthanectes_hystrix",-2.78797566102332,6.15681601859097,-19.6021653167393,-321.366194375215,-4.26188770794405,5.88252518438959,0.639235224019037,-4.61589788326327,13.085651581619,-8.24215500061035,0,12.5173292781146,-63.6112199024331,-0.572493876586507,0.760510275892229,-1.74560472923714,-2.61434263677479,0
"Acanthanectes_rufus",2.55619810428043,-4.42827970462238,-19.6068818231136,-190.653087676718,0.126331830829387,6.56354337400434,-9.32034819764483,6.81077759439307,8.00260490343249,4.03875900795512,0,12.6281610773404,-66.7745337945612,-0.543999662108537,0.753623444737678,-1.72684167539296,-2.6213088198489,0
"Acanthaphritis_barbata",-4.78043688612206,9.48446433886523,-17.9061868267922,-650.918253099712,6.12042464774138,0.985085488572623,1.07146170134097,-19.5358065886741,16.5639520717264,-3.97262175221655,0,1.43303412814129,-22.9246317781706,2.97982644302877,-1.25740761687284,1.08126724585745,-0.613275897153295,0
"Acanthaphritis_grandisquamis",-4.78177523277179,9.50811913773172,-17.9182229547893,-648.557878830824,2.66565918368259,1.06630351407797,5.80907967510618,-20.3249876974365,15.8686759717442,-9.39591910369832,0,1.08638444766797,-22.3148651747633,2.67602570214872,-1.0772928658361,0.931115488097251,-0.537303842144778,0
"Acanthaphritis_ozawai",-4.78457509939207,9.56099284476829,-17.9455405399853,-648.393783784726,2.02956425109213,1.07687380434394,6.68340243407649,-20.4686447423789,15.6997858103309,-10.3941151507209,0,1.01222431404654,-22.1757634714858,2.60228874379159,-1.0409102316848,0.906359825080673,-0.517609616956512,0.695605026368789
"Acanthaphritis_unoorum",-4.78147358878687,9.50201820366239,-17.9150320042408,-648.099699231037,2.0889096623854,1.08308145875049,6.58803526368699,-20.4254843970387,15.71688373838,-10.2854165388447,0,1.01512856445137,-22.2409939598535,2.6285636804548,-1.04788016541752,0.905119365447764,-0.525473730993929,0.719745863542144
"Acanthemblemaria_aspera",2.5387588334829,-5.58706650400522,-18.7373993049895,-27.2448709512706,18.242006816712,6.17368554569926,-57.116105967893,38.5985272625986,25.2417084901556,46.7317120570996,0,19.1698279470022,-40.5130499448664,0,0,0,0,0
"Acanthemblemaria_atrata",-3.18758981809914,6.3614929615983,-19.1142677853208,-164.113167153185,12.8168113388046,5.51773681576041,-46.3153856433462,28.6433851196194,38.3724051407796,33.6859435783504,0,22.5976590757138,-30.5841903327384,-0.131571187504585,0.00393969074476574,0.0394447921951869,-0.0896601937581467,-0.187329234458442
"Acanthemblemaria_balanorum",2.46820037738126,-4.23038250926123,-19.5645767776613,-31.6782029289643,15.6879238635987,6.162874129844,-54.1688420760536,39.754326191805,32.6449162902438,43.5992791414456,0,22.5751939731005,-32.8387521955601,-0.540260357356981,0.138217431780153,0.0377714174474401,0.0306496142481968,0
"Acanthemblemaria_betinensis",2.47348679988619,-4.33165458252119,-19.5028196981227,-31.4448555968214,16.2500652056386,6.1619826058932,-54.9552892327896,39.9126279832769,32.8030528757203,44.4965225721768,0,22.6381806156627,-33.0213811482919,-0.451371248931053,0.101753459939703,0.0552446871206634,0.0058058970411814,-0.60850762520543
"Acanthemblemaria_castroi",2.46105090461046,-4.09432755109721,-19.647425699451,-30.6953260852587,13.1299012061707,6.20568218193032,-50.6299932542506,39.1044580796587,32.1147365175018,39.5495191989958,0,22.3243751252544,-32.2632348583026,-0.813618318003726,0.280476465135593,-0.0646387841717317,0.102003494259177,0
"Acanthemblemaria_chaplini",-3.20312878496667,6.65343918579325,-19.3095247641561,-166.167294349954,12.8582864489118,5.47140373717017,-46.2921075107078,28.4856315467078,38.3311895955164,33.6634362861821,0,22.6144265801945,-30.2662979088827,-0.256813650231168,0.0254919738342418,0.064497596628978,-0.0503361240590482,0
"Acanthemblemaria_crockeri",2.4686609797813,-4.23969056530639,-19.5588363886081,-30.8961297450887,14.6871257132804,6.18862464051439,-52.8003942289518,39.5341286022311,32.4454646186324,42.0326133359252,0,22.474023562141,-32.6780164913749,-0.622060942553131,0.189254031296444,-0.006849741959843,0.0507217133596783,0
"Acanthemblemaria_exilispinus",2.47834134837634,-4.39313688877924,-19.4699139875911,-138.000600620762,15.9863269669084,5.94469489368019,-53.6477262396525,37.381979309859,34.9146027644459,42.7645921595463,0,22.272543012624,-31.4932367380489,0,0,0,0,0
"Acanthemblemaria_greenfieldi",2.49272934155933,-4.70081939396408,-19.2776503406107,-29.3973976835005,16.6652038488556,6.20539003632333,-55.6222112641435,40.2139755941922,32.923168716027,45.2566089072771,0,22.6585043930096,-33.4777383077185,-0.267445724204219,0.0529626285425429,0.0465613652610635,-0.0492431711319542,-0.439510656274251
"Acanthemblemaria_hancocki",2.46727917715909,-4.21176647178857,-19.5760575661851,-33.2423492820273,17.6895201646013,6.11137310856791,-56.9057377711184,40.1947213719806,33.0438196329166,46.7326107535541,0,22.7775347950034,-33.1602236042539,-0.376659186936372,0.036144232743528,0.127013736264028,-0.00949458398487657,0
"Acanthemblemaria_harpeza",-3.20296122863762,6.65010508917252,-19.3072659547579,-165.859836542652,12.461211932659,5.48057054247545,-45.7442857801427,28.3857432247952,38.269082280436,33.0351194820794,0,22.5802439151363,-30.1932492638119,-0.289221399426618,0.0457612272311607,0.0468876788770463,-0.0424753659074888,-0.33219229670091
"Acanthemblemaria_hastingsi",-3.23582395063584,7.2667786175622,-19.7196223637833,-168.85100069734,10.6811202580927,5.42781081949648,-43.1374430827037,27.6306882756011,37.8080840300576,30.0592413304441,0,22.427972255639,-29.2034080860183,-0.71333977632665,0.187723972136465,0.0178484904272715,0.0802223619385004,0
"Acanthemblemaria_johnsoni",2.55597122713258,-5.9140629319255,-18.5378481061998,-22.6699965057045,18.0292289675984,6.34801434157265,-57.8135245297678,41.2041192380597,33.3178320521652,47.7540335027256,0,22.7252823892972,-34.9771952274521,0.336879566447918,-0.107349717981369,0.0180305185371278,-0.230118251897724,0.115763733451502
"Acanthemblemaria_macrospilus",2.46737129692006,-4.21362807106023,-19.5749094867051,-33.0859346477628,17.4893605344786,6.11652321069147,-56.6320482015618,40.1506818539019,33.0039292986752,46.4192775922806,0,22.7573007128066,-33.1280764633586,-0.393019303981264,0.0463515526564919,0.118089504383785,-0.00548016415772734,0
"Acanthemblemaria_mangognatha",-3.18470332189386,6.30696625461356,-19.0777604811117,-163.230731662789,12.1213781678487,5.54399859049493,-45.3801640707195,28.5258793632911,38.2323896829666,32.615401448661,0,22.5218227338067,-30.531975774277,-0.167042550536437,0.0354984417929793,0.00449291983351041,-0.0823453631242189,0
"Acanthemblemaria_maria",2.47562655620426,-4.37202810062752,-19.4782842324579,-32.1918333278531,17.6454679067169,6.13551641895008,-56.8866226588177,40.2720760203776,33.0554251004033,46.7090401412561,0,22.7653105876372,-33.3178284367493,-0.315982625421965,0.026580326813755,0.113408915988785,-0.0286610431372265,0
"Acanthemblemaria_medusa",2.50372609713552,-4.91178761358234,-19.1489850065187,-28.2274221850738,16.9024252107224,6.23019421239676,-56.0033084745667,40.3861738873458,32.9918059738507,45.6909427305643,0,22.6701179423601,-33.7385130179125,-0.16234578240341,0.0250822487518525,0.0415994839792629,-0.0806996743529065,-0.34294129164477
"Acanthemblemaria_paula",2.55420519976942,-5.90759191122252,-18.5373214961957,225.358218677831,24.510673158575,7.42204147218373,-72.7354292284113,58.4737427352374,31.9259558378197,66.2016295733263,0,26.8367119140342,-36.1935022450222,0,0,0,0,-7.05964665393778
"Acanthemblemaria_rivasi",2.51197416729881,-5.0700221875831,-19.0524871677384,-27.3499388751073,17.0803412741256,6.24879735142183,-56.289131480134,40.5153227240697,33.0432838544804,46.0166932192545,0,22.6788281052222,-33.9340940881075,-0.0835208261266074,0.00417196408980813,0.0378780730285283,-0.104292051755983,-0.270514269887357
"Acanthemblemaria_spinosa",2.52876387851419,-5.39478587076414,-18.8546160319073,-163.621660369246,13.8526451088619,5.38812120496729,-46.7549840988629,26.2976784049416,33.1531327577138,33.92039967446,0,19.2705676584906,-35.4949226964178,0,0,0,0,0
"Acanthemblemaria_stephensi",2.46798940736381,-4.22618699049829,-19.5671542683537,-32.0298373450781,16.1314551702868,6.14958059026202,-54.7647417223659,39.8265294698343,32.768734290966,44.2793569269648,0,22.6323738703638,-32.8909944864747,-0.503920969350114,0.115693583679665,0.0577256159517854,0.0215340736791285,-0.656792080338899
"Acanthistius_brasilianus",2.56836600167416,-4.39526144446381,-5.78510400017282,-575.594619303035,-11.3303977980722,2.75439391770268,1.22008058592509,11.7283702187858,-26.6020974875722,-4.86359105770787,0,-9.58724300959799,-0.388129278799756,-1.62062742924706,0.705200468380008,-0.420092780383505,0.661551206343919,0
"Acanthistius_cinctus",2.54005673243149,-3.81662835657038,-6.07419276857218,-586.449777912719,-1.32995054117552,2.42765951082568,-12.3253458404594,13.6579933990182,-24.6545386958998,10.6483674117949,0,-8.5473678938032,-1.49177854324718,-0.996209461404224,0.230828859916275,0.0606954205967764,0.521055756913462,-0.250511826989769
"Acanthistius_fuscus",-2.84992341641606,-4.18692689479401,21.6921163832551,-644.231600024995,0.460977396139951,2.85322355776456,-16.7755662139508,18.8826963966582,-26.4719395328159,16.0458481497415,0,-8.49895362557024,-3.19581146865901,-0.814700797407532,0.187505504655827,0.0524531290403696,0.46666629230488,-0.131781713528554
"Acanthistius_joanae",-2.7758032980942,-5.74138565453683,22.2729784398767,-635.088898979343,1.25697053029478,3.05484701645564,-18.2619849428039,19.8979826045658,-26.1200062109519,17.7310246367048,0,-8.49645697076713,-4.91792527475399,-0.128007509162304,0.032506629291689,-0.0244654412539128,0.256874360387845,0
"Acanthistius_ocellatus",2.54817735658291,-3.98642058269699,-5.98885035871057,-588.331475254839,2.10423429115247,2.26757947139885,-16.7081719457353,13.6353010937122,-24.2815491862708,15.6087279589253,0,-8.48693858368825,-2.26212446911377,0,0,0,0,0
"Acanthistius_pardalotus",2.55320602100754,-4.0830748962782,-5.94130549329717,-584.991264771966,-1.03361657679589,2.45862694640677,-12.8012472199634,13.8726669021636,-24.568390617635,11.1907031406777,0,-8.53285599374039,-1.81753028821436,-0.864834852212451,0.195977615623396,0.0544930328486271,0.481735237789183,-0.129791965874105
"Acanthistius_patachonicus",-2.845544330183,7.1277214594209,-5.83285482205401,-719.581308996141,-4.95792763611957,1.76048684973563,-3.35522265660649,2.20264206000007,-19.1041726680279,-0.542480566551864,0,-8.59706640906704,1.16141792446814,-0.755201249493827,0.153836731547222,0.0486099710007463,0.449173399527857,0.099066438538685
"Acanthistius_paxtoni",2.55183965771972,-4.05388544241713,-5.95602606651556,-587.417890354061,2.0725586151224,2.37891085410324,-17.0519764008029,14.5619326723924,-23.9586677170518,16.0574549462888,0,-8.22199907781549,-2.32140811646145,-0.610855525755496,0.0374655655842044,0.192995865843352,0.419478626623434,0
"Acanthistius_pictus",2.50587260662271,-3.123958519783,-6.4198288301024,-590.241935852697,-2.10042388901433,2.34714364069402,-11.0879940850829,13.0998384594233,-24.8785248443534,9.23828518949078,0,-8.5850990818196,-0.644818351227091,-1.33778565009028,0.321442679248985,0.0768217327854443,0.623289766544067,-0.56438548470441
"Acanthistius_sebastoides",-2.83938876766752,7.01229893345784,-5.76952168493514,-721.409993990076,-1.32658669941175,1.68961724033588,-8.36114608079413,3.0849769948849,-18.3563736922952,5.18640760652199,0,-8.23647994945253,0.415337261100051,-0.393953804252231,-0.043240490659268,0.198964222858987,0.356246676267585,0
"Acanthistius_serratus",2.54030669721674,-3.82191182694011,-6.07153218429969,-586.010945747967,-1.89040446618068,2.44256546408466,-11.5648398703713,13.5453789343938,-24.7827707228698,9.77836240896249,0,-8.60967506994066,-1.41062295903953,-1.04191119251502,0.259253519851008,0.0356985418156072,0.532379891076475,0
"Acanthocepola_abbreviata",2.96785292907952,-4.72476426369175,-14.4232005887725,-145.13730832275,12.9490146735606,-8.69386031500448,-17.6190810489534,6.72939866100386,1.840256477205,22.8308692494896,0,13.8048333080148,-13.4273306622622,0.463179798061416,-0.488376089599253,0.180109341633552,-0.163966312124858,0
"Acanthocepola_indica",2.98011009992283,-4.95813892591879,-14.2724062909174,-140.128457237745,8.25307470767522,-8.54436354556344,-11.2429939629285,5.78438854350879,0.968962842212546,15.5265242683,0,13.3327996867401,-12.8738021644227,0.165483814169265,-0.264694842890383,-0.0444617065182349,-0.0967900452935132,-0.73223106355956
"Acanthocepola_krusensternii",-2.46882208098621,5.7926849622878,-14.2904527094602,-270.964766462824,2.28523115083106,-9.1954754496101,0.905972184370189,-6.0592812671398,5.73121224940759,0.736248284065376,0,13.0540737160184,-9.40544196744651,-0.0117755659330137,-0.174712027757863,-0.128915319480861,-0.0517260048870933,0
"Acanthocepola_limbata",-2.47790329392573,5.96443866863599,-14.3971049923517,-273.81036785863,4.6312345069901,-9.27882434685872,-2.26084706450325,-5.62984989544041,6.17815643841064,4.36348987645842,0,13.2989924246589,-9.61764293393022,0.115688820002717,-0.282531742729466,-0.0126817825896748,-0.0787252609247027,0
"Acanthochaenus_luetkenii",6.24664497703807,-19.7849777695742,-9.39513136225148,-25.4029410422475,22.2216063566421,1.07659458695314,-24.4006198969902,0,0,26.7618344071029,0,-0.333019926863501,-36.0840432011235,0,0,0,0,0
"Acanthochromis_polyacanthus",5.61868148568163,-8.20409259138572,-64.6158596890309,856.747830765626,10.2301404866847,12.5943572119228,-5.38325828718924,0,0,0,0,3.93766013932644,-85.4954408485468,0,0,0,0,0
"Acanthoclinus_fuscus",-4.52479876551172,8.90019573485311,-15.2554816168204,19.3249230279709,-7.99415239371138,2.93111037669029,19.6996272909558,-15.5255991240729,10.3452887460331,-25.0425116182593,0,2.41758911238663,-25.1850479061135,-1.79389874790403,0.979693215427985,-1.05716571159173,0.0135694018007039,0
