"","habitatbenthopelagic","habitatdemersal","habitatpelagic","c_m","tm","Lm","tmax","K","Woo","M","TLDiet","Loo","fecundity","Min_caudalpeduncle_depth","Lower_jaw_length","Max_body_depth","Max_body_width","Temperature"
"Abudefduf_septemfasciatus",-46568.9497270645,48717.6605626537,1218.24918198721,52088.8251285627,8600.499706578,-745.02010427341,-6384.92843876103,-8747.7661389097,-20703.4610490719,8657.11536430687,2917.25138961801,-587.893615860287,-19132.2824357066,-9484.23042881161,10424.8929068586,-5869.82108908154,1495.46635889507,-41224.124419173
"Abudefduf_sexfasciatus",-46549.2126332705,48768.4599644333,1136.15228590696,45145.9574712593,8685.1487514754,-758.468466827174,-6464.31316192724,-8769.16187517064,-16901.0855260828,8755.93355660123,10020.4,240.242922579625,-16854.3490747706,-8154.88168392038,6786.27879804743,-6252.17767353207,3820.59616959314,-3614.39999999999
"Abudefduf_sordidus",-46565.076879879,48728.1174443636,1203.95893224272,54005.3151113297,8530.05999661253,-778.590177176798,-6128.37243839204,-9146.48665341533,-18226.7468743259,8338.43224482101,4374.23791557308,212.473911687083,-17648.1242310121,-8573.97416880004,12241.7572393673,-6533.12998851442,2296.03614498275,-36942.0901809353
"Abudefduf_sparoides",-46565.8842784753,48725.1472685727,1204.00161304365,40456.6526028707,9628.93585696673,-506.694462907354,-9060.23863269597,-5267.41210101412,-29049.1272553056,11980.9921623733,3463.69052110673,-3632.30394275241,-24131.3358306673,-6756.91824374277,4018.38189207005,-4838.47018657013,2484.07115356519,21883.7000000001
"Abudefduf_taurus",-65096.6146470916,-6688.63655469242,80114.1294471224,212626.94144369,6565.53664247629,-549.975614462197,-3829.13449140389,-7146.01945097875,84365.3122527392,2234.4323225077,42987.18,39971.1946182088,-29925.2700504036,-19112.309258769,46807.5631521305,-16336.086499281,-10523.4446882695,7313.09999999997
"Abudefduf_troschelii",-89275.2367299946,92491.7191408112,15992.928985685,102796.423009474,16859.1534374176,-246.529123274657,-28413.4262665003,10147.8338881833,-48208.3115617302,29164.2516791183,3463.61191072455,-11121.1196902896,-18382.2129562456,-1569.20626746395,9971.03147615875,-12527.5496282304,5866.96326061829,-23850.3260536516
"Abudefduf_vaigiensis",141.4691307564,393.524330814019,-545.177451894716,792.23943682793,1830.18365325682,-910.436435749394,888.995876167263,-6179.04474138684,-3845.97720853266,-1095.28688599672,8198.87,-696.405617916237,-2216.91494831527,-403.715263920561,3226.3506047085,-303.540304098325,-1225.70534862724,-56435.2
"Abudefduf_whitleyi",19.0178466819773,64.4984753439802,-37.9141573374958,-3200.16361774359,20.1022363796465,-63.6325059707941,201.750395808683,-484.877287011931,7366.2448609274,-241.042646384758,8016.8,2065.10286862936,4501.8328859393,-427.144730441064,-600.065763108048,514.457524058493,-105.649752051021,45561.2
"Abyssoberyx_levisquamosus",99825.317004242,-36132.0771722265,-113811.673687636,-113117.603265461,-5693.57139024057,2154.98337306977,-4845.72575830478,15384.0028815039,-5304.25579850527,3566.80710849693,-12746.4220843125,-8079.88719697016,-20355.2753492611,9920.42478352874,-20871.8191747898,7724.38974764534,-1238.88283782287,385055.585804638
"Abalistes_filamentosus",72841.5608461309,-45266.3965182643,-83663.5217372911,-75051.4098017847,-2221.41569814999,2212.65983109002,-1365.89129980751,15939.1427020116,-50357.7087537116,-5026.93815919661,-11653.5819106103,-19285.8198433566,-59711.1413013344,17545.4544015032,4667.38875986981,1807.36056679382,-122.942753292214,74701.3
"Abalistes_stellatus",72829.9928837454,-64814.6166927123,-52026.8160160763,-74650.0986929885,-2385.67566163848,2256.55367991722,-1287.99704774321,16148.8260620535,-57867.6774633793,-5123.68118646581,-16935.3793051911,-21566.5427915975,-64209.6524069009,22671.3524287846,4211.80154208598,2786.2702099185,1121.58405313388,16419.7
"Abantennarius_analis",42136.9828646706,-40077.8768864841,-27494.923665599,-73653.9332422591,-10279.2848857911,5145.49990571845,2745.71175260433,9730.76677318046,-27001.2249391913,-5834.47549693885,-23309.9194788933,-12747.4675995856,-36532.2967651911,8782.86079319807,-16723.9302205646,4468.1530347456,-7026.67839708144,-24857.6898245883
"Abantennarius_bermudensis",42136.0868971082,-40079.9090660286,-27491.8944242048,-73081.208168298,-9471.78583235894,5295.45656605252,803.453489836119,12116.8743262692,-30205.2413213353,-3421.32380556632,-23674.2203473855,-13815.5783667696,-38451.1336349261,9790.98036616674,-16450.6747825747,4515.75757326666,-7576.37275422741,29169.6
"Abantennarius_coccineus",42127.1374977853,-40103.5981268274,-27451.5652156989,-65799.2166869172,-9878.08258427636,5211.64255974558,1817.00958100979,10836.1242062279,-28497.4708758184,-4680.84317343758,-26952.52,-12952.889633188,-37430.013880484,8527.5156320694,-11383.4448844168,4200.79771792216,-8212.18384962601,-7531.70560519841
"Abantennarius_dorehensis",42128.1610431356,-40101.4671169381,-27454.4561906474,-73444.4867860504,-10805.9293753987,5083.11629305408,3861.99477856299,8502.83743882684,-29084.5142240693,-7221.77146201548,-27134.61,-13256.9844255202,-37781.6735706874,8823.00253699259,-16965.0533267607,4434.12196672639,-7052.36853155308,-83755.9
"Abantennarius_drombus",42127.3214952688,-40103.7380022162,-27450.5269039346,-73610.1898398163,-9459.67233235056,5332.57181294377,626.241678164069,12476.0922613275,-34323.0338549539,-3201.43398686093,-27681.0039949417,-15019.6782519087,-40919.1156398874,8901.57302696912,-17073.3325243537,4453.35746470543,-7046.32933194554,9007.48643636328
"Abantennarius_duescus",59946.591497325,-60030.8619845271,-27614.0438329218,-73143.9869653008,-10252.1848054384,5059.40629517064,3068.33897648062,8961.96830116249,-16357.0354879481,-6235.15316342404,-12017.8519106196,-9697.4345785643,-30154.7935644046,10523.7903498914,-16335.8235142685,5058.92276535699,-8044.55580842555,32811.8
"Abantennarius_nummifer",42183.5806434684,-39964.7465132022,-27674.6315175466,-77722.4087542158,-11380.0300648447,4818.80455810841,5916.30711787718,5330.96987333649,-8024.7910251292,-9774.34794593166,-6917.12000000001,-7181.79876238618,-25160.0773955621,8317.99321400505,-18300.6964288948,4842.37869731501,-6730.90697937644,-16364.4
"Abantennarius_rosaceus",42160.0147725156,-40019.7408559799,-27590.2958349208,-77023.1884138357,-10088.9775451253,5119.39515277454,2550.10072008763,9718.7277459787,-20250.975391896,-5591.5187127491,-14567.3889578438,-10944.9954436223,-32489.4724543367,9643.99743910064,-18011.3088123409,4028.51210523335,-5391.89380555966,32812
"Abantennarius_sanguineus",42134.3945734302,-40084.4406236474,-27484.115322576,-70252.7687816147,-9401.39287421198,5295.59825559888,689.581543206127,12203.0194562855,-29364.5406126549,-3279.98373754628,-24220.5938212395,-13458.0118376124,-37948.3215278553,8399.36308629093,-14591.9774379754,4407.32513212077,-7726.57458114637,36454.4
"Ablabys_binotatus",46553.9557370933,-48723.2674675833,-1114.78970177258,-54116.6156917914,-8389.3374622266,819.197174198399,5703.71826039791,9779.7813631124,15826.0846206654,-7795.83006466977,-6189.54052107812,-933.034218153469,16309.587332521,8611.10187653107,-12380.5831073485,6523.85346266821,-2306.78940606311,38275.0935814098
"Ablabys_gymnothorax",46561.7034972031,-48703.9833106046,-1147.18358992396,-46225.5175286944,-9212.31742435244,596.464932731125,7981.74539349591,6693.54366748592,26286.9131248358,-10626.3376941584,-2546.79138954172,2566.33223225529,22573.8129650421,7406.40349784722,-6510.29175370972,6033.12084416373,-2885.86493711775,10314.5767852382
"Ablabys_macracanthus",46515.3290778381,-48818.4640240212,-960.942975198648,-50649.6317583698,-8077.13577570641,982.922573000658,4500.96442783625,11692.9345905405,1922.41227796779,-6301.12395523369,-20214.29,-4897.95349725113,7984.50743036512,8379.79329915343,-11075.4949856783,5590.19029660926,-1212.1404875605,-12721.6
"Ablabys_pauciporus",46559.9745049434,-48708.0161033936,-1142.12121589389,-48004.5427057968,-9287.6302071398,595.326536893925,8107.91112795926,6591.49528994116,25258.7529980298,-10783.0555991212,-3093.25791568752,2219.8104501175,21958.5374427452,8076.57232973555,-6957.71931440626,7358.59635065752,-4712.75070613672,568.056939620625
"Ablabys_taenianotus",46412.1669051818,-49072.3368784568,-553.825262894799,-41286.9267328139,-11914.3912188232,1327.50102794497,9216.57455077791,10237.3112612167,34230.0503644632,-12160.4413775987,-11835.8805210781,4810.55347528652,27330.9430759532,8199.37907019556,-6876.66216690637,5551.47538317754,-2819.90676946079,1849.49999999996
"Ablennes_hians",65109.6281259251,6807.21266571496,-80153.6567778639,-213429.590572453,-7709.80219384021,275.637326500646,6760.27186485877,3339.16303267615,-70920.1895684638,-5885.1613739701,-33873.54,-35852.1548394379,38072.8347725625,19366.4087476695,-45354.6401674275,17104.004104909,8201.52682552374,-30935.9
"Aboma_etheostoma",-10566.6689692059,-56382.0877249382,97909.0309456111,6703.40678193421,-10478.7956772302,-1725.52695175859,31332.6592547542,-22876.0588490138,44198.9693842036,-30317.3882850457,4374.50017380727,16237.5991319725,33327.6009263369,-7271.98229798428,7584.03580235941,3200.7702859716,-1702.69148575308,-344752.645303411
"Abyssobrotula_galatheae",1.44348183596948,9.14885269268937,-26.503232983467,-796.275972625774,1.43914180229226,-3.14243221628198,10.7986588932832,-26.7278857522944,16.2807574488712,-10.684564924586,3.46000003814697,2.91591995186685,30.0061750470563,-2.28624340811573,-1.49258194413005,0.328303625478796,-0.798075514491788,1.4
"Acanthaluteres_brownii",-1.43082957229388,2.93156421692677,9.72405559390077,-142.807488742504,25.373999573747,-2.28330335453388,-6.8601772999857,0.750295811390834,1.89693611325547,31.3859164341459,2.78999996185303,3.5593346796614,14.3120633174896,-0.657594782761747,-2.37658174486019,0.12853273221086,-1.16225402565874,17.1
"Acanthaluteres_spilomelanurus",2.99660192730714,-7.0387379684095,9.98969999176718,-29.697327196818,27.8319860764942,-1.8366466464761,-12.4753257938606,7.23794043696507,-6.45805268762151,38.2949033792249,2.88000011444092,1.33840870120936,8.4586226065868,-1.3260236517619,-2.01568420111606,-0.0299672844129717,-0.967825795097975,17.5
"Acanthaluteres_vittiger",2.77490739387044,-2.85419898820127,7.2708795225077,-43.3678592078064,26.085809490541,-1.85915031743755,-12.0376171157339,12.5108907693382,-8.4861686944828,38.5061048401302,2,2.50650744799282,14.2229536293887,-1.46164622436645,-2.32853363115474,0.0200294119681096,-0.971739863948139,17.2
"Acanthanectes_hystrix",2.26859616267991,-5.61332910759222,14.6794221899918,345.110726503513,5.10676096439316,-6.38371946583809,-0.0196035949838701,5.07612846629579,-11.5821425088895,9.14629530898249,3.13000011444092,-10.3734895047062,70.0608109714562,-0.95676909433349,-1.80044579876239,1.32377454791347,1.89726774088279,21.3
"Acanthanectes_rufus",-2.13532738115969,3.94411098775861,14.6841300519079,214.486400606427,0.726106999771372,-7.06341505425088,9.92213271423632,-6.32895170167324,-6.52168399037139,-3.11244281693066,3.13000011444092,-10.4909613904301,73.2105992804754,-0.984978069508129,-1.79384268169941,1.30510704057799,1.90427296437571,21.7
"Acanthaphritis_barbata",1.86292669507536,-6.94327425400321,14.3208575002108,671.166986460771,-5.88224241965808,-1.52065488546788,1.31430431071745,18.6338204283197,-11.2476594600646,3.16752728294214,3.33999991416931,1.92514109836587,33.5751740115549,-4.40318791719624,0.388183285536466,-1.23355503357823,-0.211902157490238,27.8
"Acanthaphritis_grandisquamis",1.86427559994886,-6.96690393798348,14.332852645693,668.812905677621,-2.47597449314075,-1.61078645014269,-3.30704967410381,19.2804983219002,-10.3733692260641,8.44636112058387,3.34999990463257,2.33248867385288,33.0725994318831,-4.10204491510741,0.211289321404975,-1.08415835705825,-0.288149547945365,24.4
"Acanthaphritis_ozawai",1.86709900989998,-7.01972164219821,14.3600788453144,668.649716735284,-1.84899639992497,-1.62310368662558,-4.15921187637389,19.3966997027176,-10.1625004060055,9.41702162613192,3.35999989509583,2.42047588132135,32.9586341648908,-4.02894881932837,0.176081943631635,-1.05949141861259,-0.307849102120934,23.1103806296415
"Acanthaphritis_unoorum",1.86397123956455,-6.96080946542913,14.3296722390579,668.355853081326,-1.90746314485837,-1.62906359710002,-4.0663194675566,19.3569278598051,-10.1929101074537,9.3113980227418,3.34999990463257,2.41354961264438,33.015893685279,-4.05500481013832,0.182304531998004,-1.05830163167156,-0.300036142602865,23.093261107218
"Acanthemblemaria_aspera",-1.20305670327166,4.20208907999734,13.2775537288554,51.1340808492484,-17.3551738852419,-6.70086153956811,57.9444698171446,-38.3301258795043,-23.0075494235508,-45.8813648221739,3.12,-16.7889282905316,46.6846399462671,-1.48489285416996,-1.2737145321333,-0.579495657014699,-0.782642747017882,27.9
"Acanthemblemaria_atrata",3.54883917061059,-6.67707841317193,13.6531558060491,188.108906054582,-11.9638886443777,-6.05342219284869,47.2347662149678,-28.4959190376033,-35.7708549690862,-32.9486889325503,3.25999999046326,-20.0965226916672,36.9757707626763,-1.37238498431106,-1.08005006340088,-0.639368696395983,-0.667745275961344,26.9371090794283
"Acanthemblemaria_balanorum",-1.13190238404429,2.84684510101193,14.1019696766321,55.7650628673893,-14.8516042996713,-6.70286727400393,55.1333900937782,-39.6673949312965,-29.838135106032,-42.9181471870697,3.4,-20.0101645696471,39.3532230759409,-0.967087941237277,-1.20352761856664,-0.637092540273272,-0.787381790144648,26.2
"Acanthemblemaria_betinensis",-1.13723327840104,2.94800971028007,14.0404186987615,55.5312897691721,-15.4056530976754,-6.7003273656935,55.899749217747,-39.8004119090047,-30.0449402080641,-43.7904302854912,3.38000011444092,-20.0887353984775,39.506709766748,-1.05521470176066,-1.16888739833886,-0.654559956936674,-0.762596945101631,27.2739538098791
"Acanthemblemaria_castroi",-1.12469314761303,2.71093455602421,14.184541628686,54.7860919769594,-12.3296048792787,-6.75249444827853,51.6817471271861,-39.1252304787834,-29.1518402080881,-38.9767446507746,3.4300000667572,-19.7075421892696,38.8711860456877,-0.696096743267621,-1.34181039224627,-0.535095262342106,-0.858811119632989,23.8
"Acanthemblemaria_chaplini",3.56450844646814,-6.96871422726856,13.8477614517781,190.160962443058,-12.0051291592849,-6.00757347968864,47.2131782123028,-28.3424094530527,-35.6689300912431,-32.9282817069378,3.3199999332428,-20.0957118137954,36.6942305310906,-1.24817418639738,-1.09740429070572,-0.664024291047262,-0.706724664736968,27.1
"Acanthemblemaria_crockeri",-1.13236706733706,2.85614329585665,14.0962482001695,54.9849095627975,-13.8648406840831,-6.73117182257696,53.7984789268587,-39.4881981087978,-29.589846590632,-41.393152295352,3.4,-19.892290288174,39.2217304264859,-0.886006132419405,-1.25383522985634,-0.592708857728818,-0.807550114431099,25.2
"Acanthemblemaria_exilispinus",-1.14211638506208,3.00942300625092,14.0076453393122,162.212844515144,-15.1300584231536,-6.48189771129736,54.5681917607365,-37.2446251957508,-32.1007573641072,-42.0286856148489,3.4,-19.7020244793111,38.0119376063405,-1.24502945471467,-0.697451929930926,-0.577049410105945,-0.727771053719381,27.9
"Acanthemblemaria_greenfieldi",-1.15663791868344,3.31678280406953,13.8160005798419,53.4853749298128,-15.8146411257733,-6.74200059353988,56.5493480188505,-40.0780401093767,-30.2582386695565,-44.5289916863813,3.30999994277954,-20.1372134011619,39.9072700261327,-1.2376076002108,-1.12532800261047,-0.646231345147762,-0.707905959803139,27.1541062142874
"Acanthemblemaria_hancocki",-1.13097302203176,2.82824878590862,14.1134126399641,57.3253694618875,-16.8251315312135,-6.64625817692255,57.8032124284786,-40.0257885773217,-30.3347121362821,-45.9681369715726,3.4,-20.2459131325771,39.6162083751744,-1.12925155890133,-1.10291239598319,-0.725859905364202,-0.747045141561637,28.2
"Acanthemblemaria_harpeza",3.564339405606,-6.96538366693554,13.8455100626364,189.854257838756,-11.6135610666283,-6.01774235697928,46.6785145356769,-28.2586077055099,-35.5876617337592,-32.3163144081687,3.3199999332428,-20.0549754177402,36.6326553427018,-1.21604844771087,-1.11738752699855,-0.646507546879745,-0.714623176648645,27.0398442466831
"Acanthemblemaria_hastingsi",3.59747740438088,-7.58140147400367,14.2564905327368,192.844518343272,-9.85915605684132,-5.97079911425967,44.1379288022959,-27.58927453978,-34.9039741504332,-29.4227636730546,3.45000004768372,-19.8334400258353,35.7761584977112,-0.795506918666918,-1.24889383766687,-0.617050977596589,-0.836753695253103,25.6
"Acanthemblemaria_johnsoni",-1.22041239460557,4.52873915605749,13.0786666551339,46.7630438510522,-17.1584571281992,-6.87892681804982,58.6837422336905,-40.9902487311994,-30.9590727502422,-46.9556916649003,3.07999992370605,-20.2964979186565,41.2233947084614,-1.83689713074283,-0.982204618270164,-0.618865971608862,-0.528207434266285,26.7603222400363
"Acanthemblemaria_macrospilus",-1.13106595797206,2.83010841294524,14.1122683430039,57.1693388034793,-16.6277788080368,-6.65191908662665,57.5362301949584,-39.9899492126581,-30.285054433283,-45.6631379930596,3.4,-20.2223382762776,39.5899098452252,-1.11303519713209,-1.11297391825084,-0.716983168856525,-0.75107880642378,28
"Acanthemblemaria_mangognatha",3.54592834022642,-6.62260967343322,13.6167701330869,187.228143020259,-11.278198189965,-6.08136912723878,46.3224505490414,-28.4060542887482,-35.60719145656,-31.9066084770189,3.25,-20.0120668601088,36.9377164427683,-1.33723864618684,-1.11180446080428,-0.604647219500135,-0.6751840844473,26
"Acanthemblemaria_maria",-1.13939077481026,2.98834035987031,14.0159654484325,56.2759392419068,-16.7815458228674,-6.67022286256675,57.7840868187524,-40.1020415456836,-30.3754569969682,-45.944553315726,3.36999988555908,-20.2420624130262,39.75636480593,-1.18943017530222,-1.0954293838793,-0.712459601493884,-0.728053418633991,28
"Acanthemblemaria_medusa",-1.16772730056627,3.5275271783479,13.6877645209456,52.3162811856268,-16.0483478623849,-6.76581380008121,56.9205462742406,-40.2366844997725,-30.3801229581516,-44.9510255891133,3.26999998092651,-20.1649150244807,40.1361609020273,-1.3418317585507,-1.10043700444867,-0.641472154644561,-0.676654074670767,27.0856221101934
"Acanthemblemaria_paula",-1.2186418028187,4.52227916788458,13.0781188908521,-201.084609555228,-23.6308978676274,-7.95091432627127,73.5824193821389,-58.229817559197,-29.6417734361152,-65.3744264040643,3.03999996185303,-24.4311778293568,42.3950457612822,-1.86401473830207,-1.52192285241278,-0.710992636196447,-0.828775671852831,33.9763212739358
"Acanthemblemaria_rivasi",-1.17604483990851,3.6855938647911,13.5915886373502,51.4394591916724,-16.2236279568394,-6.7836737119561,57.1989450635166,-40.3556679094088,-30.4715361118711,-45.2675511373668,3.24000000953674,-20.1856912428189,40.307829096491,-1.41999987723183,-1.08176875600826,-0.637902761777773,-0.653215160834124,27.0342590338373
"Acanthemblemaria_spinosa",-1.19297731051869,4.01001252533801,13.3943791241087,187.380994557431,-12.9714624555272,-5.91656693435868,47.5978809751799,-26.0480423550637,-30.8673643235704,-33.0881104141114,3.17000007629395,-16.8755220144468,41.6974159143747,-1.36120618994426,-1.14212930460948,-0.552072464700225,-0.705051921802653,27.9
"Acanthemblemaria_stephensi",-1.13168957189655,2.84265403362713,14.1045386301115,56.115830643042,-15.288800366558,-6.68842083246359,55.7141511612078,-39.7210903145893,-29.9839982348965,-43.5794145711927,3.4,-20.0748846545511,39.3922649460505,-1.00310287098404,-1.18133283839157,-0.656939540861746,-0.778222813183132,27.3081957017048
"Acanthistius_brasilianus",-1.7325785271049,2.91478798396012,3.53395021893256,595.310469571458,11.1273283527172,-3.30766490549457,1.76124203974426,-13.5800407092043,33.2252279959972,3.27775913448777,4.01,13.3631639099909,9.04769767926154,0.359276405234459,-1.44708318789899,0.306254422027266,-1.49061271842377,8.1
"Acanthistius_cinctus",-1.70402916325389,2.33676868321535,3.82206543459501,606.143463054106,1.26668780075347,-2.95627874024962,14.9759649127932,-15.108623929384,30.8834643576616,-11.8232845041359,4.09999990463257,12.1836780479529,9.91530069232251,-0.259546925041872,-0.97365810014357,-0.171578270891267,-1.34864410428107,18.8123609189293
"Acanthistius_fuscus",2.73896436845734,2.70667342262169,-22.1998213289917,664.226932612744,-0.511552153924279,-3.37910054283577,19.3940161571325,-20.2922079575144,32.5974625049694,-17.1807935752173,4.03000020980835,12.1072528699286,11.5574170343338,-0.439530764403341,-0.935539550586004,-0.163688883798506,-1.29461089977125,18.7425299900986
"Acanthistius_joanae",2.66422236827387,4.25948309149237,-22.7786679397446,655.092228449991,-1.29490022308109,-3.57587529654961,20.8393396592081,-21.2467267255261,31.9041475210842,-18.8149072961749,3.74000000953674,12.0033908808064,13.0751146281618,-1.12053183350005,-0.80154717838947,-0.0884569659517876,-1.08639043746617,17.9
"Acanthistius_ocellatus",-1.71222004183935,2.50638131363598,3.7370079091784,607.9792566572,-2.11653966965522,-2.7869770475966,19.2372449185527,-14.9375471981726,30.333433728885,-16.6326182648195,4.07000017166138,12.0641234965407,10.5796360176859,-1.32137452739482,-0.68947318972194,-0.0629396748664764,-0.840765074853598,22.3
"Acanthistius_pardalotus",-1.71728904577906,2.60293250281093,3.68962661766208,604.686040297296,0.974746839867004,-2.98600750947064,15.4394932414265,-15.3063558192296,30.7307582103071,-12.3502461311842,4.05000019073486,12.1490561456929,10.2011980751703,-0.389826809821153,-0.942543566114678,-0.165629245479157,-1.30957935661949,18.7267474759088
"Acanthistius_patachonicus",2.7345416280234,-7.53080113902406,3.58153572118119,739.18041898265,4.90046935895185,-2.28720074657709,5.98834587035945,-3.62837477968668,25.2165813565978,-0.610697092700695,4.01000022888184,12.1971324423664,7.19233492831955,-0.498582122553013,-0.90340061939228,-0.159949454518658,-1.27722272207156,18.5260547131245
"Acanthistius_paxtoni",-1.71591058710157,2.57377396990088,3.70429814526251,607.10670969943,-2.08787853825251,-2.89836611958737,19.58615654772,-15.8683943102141,29.9694923666825,-17.0876911579355,4.05000019073486,11.7863663770074,10.614333377211,-0.641575741230718,-0.78629359886164,-0.303395177195175,-1.24702415444682,21.7
"Acanthistius_pictus",-1.66955748668334,1.64483388305018,4.16653536532089,609.932785965525,2.02573926551308,-2.87898342348518,13.770783297953,-14.5945174694255,31.2805026033187,-10.4531752053896,4.23,12.2736955792179,9.17196251100372,0.0791829617973236,-1.05455641007118,-0.187045836753679,-1.45021310381565,19.0349573003535
"Acanthistius_sebastoides",2.72833506806957,-7.41550139759542,3.5184170504869,741.003126747457,1.32023692841502,-2.20676675606659,10.8710159173705,-4.35893559660041,24.2601736402951,-6.18643710595902,3.98000001907349,11.7667877537243,7.81350258862642,-0.856690204338157,-0.71108324217723,-0.309635524628226,-1.18411711971708,22.1
"Acanthistius_serratus",-1.70428131809496,2.34204655507951,3.81941373123036,605.705709338103,1.81925643007148,-2.97261967817042,14.2343015075788,-15.0190457220662,31.0391353289355,-10.976692280756,4.09999990463257,12.2553702784621,9.85057529663172,-0.214249037780589,-1.00167317872573,-0.146714818271285,-1.36002230247269,18
"Acanthocepola_abbreviata",-2.95518113644734,4.52647432608542,10.5797920475613,168.441382764571,-12.4965128571995,8.05875747157868,19.4264936803024,-7.45693416337247,3.57841679832767,-22.962762539454,3.4,-10.491483495509,24.3727801431446,-2.26015568128482,-0.533754293706068,-0.546356238735739,-0.813028966807777,28.3
"Acanthocepola_indica",-2.96754201302181,4.75960102827608,10.4295003250278,163.442845570348,-7.86605898486189,7.89769476272581,13.2053905339639,-6.69995015549657,4.63656906153319,-15.8509924451165,3.35999989509583,-9.95341367897018,23.9311408803114,-1.96511776395581,-0.756840873612647,-0.323155433580728,-0.880882942138023,24.1438313555732
"Acanthocepola_krusensternii",1.53043198954855,-4.95744748094283,10.4474792328787,294.192867172729,-1.9277795384434,8.54339298327766,1.12721348352834,5.05703682572302,-0.0162955729588123,-1.14867526710649,3.36999988555908,-9.63889339187398,20.5282792832988,-1.78944402041154,-0.844695824287395,-0.239103998213519,-0.926079647891879,21.5
